Scenario,Move,FarLot,FarLoss,HarvestNet,Reserve,Coverage,Deficit,RecoveryPL,ReserveCatchUpRatio,Law1,Law2,LotStep,CostMultiplier
46,500,2,1000.0,1918.2,1726.38,1726.38,-726.38,863.0,2.34,PASS,PASS,0.001,1
47,10,5,50.0,0,0.0,0.0,50.0,-1961.0,2.34,PASS,PASS,0.01,1
47,20,5,100.0,0,0.0,0.0,100.0,-1881.0,2.34,PASS,PASS,0.01,1
47,50,5,250.0,0,0.0,0.0,250.0,-1641.0,2.34,PASS,PASS,0.01,1
47,100,5,500.0,0,0.0,0.0,500.0,-1241.0,2.34,PASS,PASS,0.01,1
47,200,5,1000.0,712.0,640.8,640.8,359.2,-441.0,2.34,PASS,PASS,0.01,1
47,500,5,2500.0,4612.0,4150.8,4150.8,-1650.8,1959.0,2.34,PASS,PASS,0.01,1
48,10,10,100.0,0,0.0,0.0,100.0,-4321.0,2.34,PASS,PASS,0.1,1
48,20,10,200.0,0,0.0,0.0,200.0,-4161.0,2.34,PASS,PASS,0.1,1
48,50,10,500.0,0,0.0,0.0,500.0,-3681.0,2.34,PASS,PASS,0.1,1
48,100,10,1000.0,0,0.0,0.0,1000.0,-2881.0,2.34,PASS,PASS,0.1,1
48,200,10,2000.0,1055.0,949.5,949.5,1050.5,-1281.0,2.34,PASS,PASS,0.1,1
48,500,10,5000.0,8855.0,7969.5,7969.5,-2969.5,3519.0,2.34,PASS,PASS,0.1,1
49,10,0.01,0.1,0,0.0,0.0,0.1,-3.32,2.34,PASS,PASS,0.001,1
49,20,0.01,0.2,0,0.0,0.0,0.2,-3.16,2.34,PASS,PASS,0.001,1
49,50,0.01,0.5,0,0.0,0.0,0.5,-2.68,2.34,PASS,PASS,0.001,1
49,100,0.01,1.0,0,0.0,0.0,1.0,-1.88,2.34,PASS,PASS,0.001,1
49,200,0.01,2.0,1.906,1.7154,1.7154,0.2846,-0.28,2.34,PASS,PASS,0.001,1
49,500,0.01,5.0,9.706,8.7354,8.7354,-3.7354,4.52,2.34,PASS,PASS,0.001,1
50,10,0.05,0.5,0,0.0,0.0,0.5,-14.6,2.34,PASS,PASS,0.01,1
50,20,0.05,1.0,0,0.0,0.0,1.0,-13.8,2.34,PASS,PASS,0.01,1
50,50,0.05,2.5,0,0.0,0.0,2.5,-11.4,2.34,PASS,PASS,0.01,1
50,100,0.05,5.0,0,0.0,0.0,5.0,-7.4,2.34,PASS,PASS,0.01,1
50,200,0.05,10.0,11.32,10.188,10.188,-0.188,0.6,2.34,PASS,PASS,0.01,1
50,500,0.05,25.0,50.32,45.288,45.288,-20.288,24.6,2.34,PASS,PASS,0.01,1
51,10,0.1,1.0,0,0.0,0.0,1.0,-25.2,1.8,PASS,PASS,0.1,1
51,20,0.1,2.0,0,0.0,0.0,2.0,-24.2,1.8,PASS,PASS,0.1,1
51,50,0.1,5.0,0,0.0,0.0,5.0,-21.2,1.8,PASS,PASS,0.1,1
51,100,0.1,10.0,0,0.0,0.0,10.0,-16.2,1.8,PASS,PASS,0.1,1
51,200,0.1,20.0,13.8,12.42,12.42,7.58,-6.2,1.8,PASS,PASS,0.1,1
51,500,0.1,50.0,73.8,66.42,66.42,-16.42,23.8,1.8,PASS,PASS,0.1,1
52,10,0.5,5.0,0,0.0,0.0,5.0,-181.0,2.34,PASS,PASS,0.001,1
52,20,0.5,10.0,0,0.0,0.0,10.0,-173.0,2.34,PASS,PASS,0.001,1
52,50,0.5,25.0,0,0.0,0.0,25.0,-149.0,2.34,PASS,PASS,0.001,1
52,100,0.5,50.0,0,0.0,0.0,50.0,-109.0,2.34,PASS,PASS,0.001,1
52,200,0.5,100.0,85.1,76.59,76.59,23.41,-29.0,2.34,PASS,PASS,0.001,1
52,500,0.5,250.0,475.1,427.59,427.59,-177.59,211.0,2.34,PASS,PASS,0.001,1
53,10,1,10.0,0,0.0,0.0,10.0,-401.0,2.34,PASS,PASS,0.01,1
53,20,1,20.0,0,0.0,0.0,20.0,-385.0,2.34,PASS,PASS,0.01,1
53,50,1,50.0,0,0.0,0.0,50.0,-337.0,2.34,PASS,PASS,0.01,1
53,100,1,100.0,0,0.0,0.0,100.0,-257.0,2.34,PASS,PASS,0.01,1
53,200,1,200.0,134.2,120.78,120.78,79.22,-97.0,2.34,PASS,PASS,0.01,1
53,500,1,500.0,914.2,822.78,822.78,-322.78,383.0,2.34,PASS,PASS,0.01,1
54,10,2,20.0,0,0.0,0.0,20.0,-881.0,2.34,PASS,PASS,0.1,1
54,20,2,40.0,0,0.0,0.0,40.0,-849.0,2.34,PASS,PASS,0.1,1
54,50,2,100.0,0,0.0,0.0,100.0,-753.0,2.34,PASS,PASS,0.1,1
54,100,2,200.0,0,0.0,0.0,200.0,-593.0,2.34,PASS,PASS,0.1,1
54,200,2,400.0,195.4,175.86,175.86,224.14,-273.0,2.34,PASS,PASS,0.1,1
54,500,2,1000.0,1755.4,1579.86,1579.86,-579.86,687.0,2.34,PASS,PASS,0.1,1
55,10,5,50.0,0,0.0,0.0,50.0,-1201.0,2.34,PASS,PASS,0.001,1
55,20,5,100.0,0,0.0,0.0,100.0,-1121.0,2.34,PASS,PASS,0.001,1
55,50,5,250.0,0,0.0,0.0,250.0,-881.0,2.34,PASS,PASS,0.001,1
55,100,5,500.0,115.0,103.5,103.5,396.5,-481.0,2.34,PASS,PASS,0.001,1
55,200,5,1000.0,1415.0,1273.5,1273.5,-273.5,319.0,2.34,PASS,PASS,0.001,1
55,500,5,2500.0,5315.0,4783.5,4783.5,-2283.5,2719.0,2.34,PASS,PASS,0.001,1
56,10,10,100.0,0,0.0,0.0,100.0,-2801.0,2.34,PASS,PASS,0.01,1
56,20,10,200.0,0,0.0,0.0,200.0,-2641.0,2.34,PASS,PASS,0.01,1
56,50,10,500.0,0,0.0,0.0,500.0,-2161.0,2.34,PASS,PASS,0.01,1
56,100,10,1000.0,0,0.0,0.0,1000.0,-1361.0,2.34,PASS,PASS,0.01,1
56,200,10,2000.0,2461.0,2214.9,2214.9,-214.9,239.0,2.34,PASS,PASS,0.01,1
56,500,10,5000.0,10261.0,9234.9,9234.9,-4234.9,5039.0,2.34,PASS,PASS,0.01,1
57,10,0.01,0.1,0,0.0,0.0,0.1,-1.94,0.0,FAIL,FAIL,0.1,1
57,20,0.01,0.2,0,0.0,0.0,0.2,-2.04,0.0,FAIL,FAIL,0.1,1
57,50,0.01,0.5,0,0.0,0.0,0.5,-2.34,0.0,FAIL,FAIL,0.1,1
57,100,0.01,1.0,0,0.0,0.0,1.0,-2.84,0.0,FAIL,FAIL,0.1,1
57,200,0.01,2.0,0,0.0,0.0,2.0,-3.84,0.0,FAIL,FAIL,0.1,1
57,500,0.01,5.0,0,0.0,0.0,5.0,-6.84,0.0,FAIL,FAIL,0.1,1
58,10,0.05,0.5,0,0.0,0.0,0.5,-19.0,2.34,PASS,PASS,0.001,1
58,20,0.05,1.0,0,0.0,0.0,1.0,-18.2,2.34,PASS,PASS,0.001,1
58,50,0.05,2.5,0,0.0,0.0,2.5,-15.8,2.34,PASS,PASS,0.001,1
58,100,0.05,5.0,0,0.0,0.0,5.0,-11.8,2.34,PASS,PASS,0.001,1
58,200,0.05,10.0,7.61,6.849,6.849,3.151,-3.8,2.34,PASS,PASS,0.001,1
58,500,0.05,25.0,46.61,41.949,41.949,-16.949,20.2,2.34,PASS,PASS,0.001,1
59,10,0.1,1.0,0,0.0,0.0,1.0,-41.0,2.34,PASS,PASS,0.01,1
59,20,0.1,2.0,0,0.0,0.0,2.0,-39.4,2.34,PASS,PASS,0.01,1
59,50,0.1,5.0,0,0.0,0.0,5.0,-34.6,2.34,PASS,PASS,0.01,1
59,100,0.1,10.0,0,0.0,0.0,10.0,-26.6,2.34,PASS,PASS,0.01,1
59,200,0.1,20.0,12.52,11.268,11.268,8.732,-10.6,2.34,PASS,PASS,0.01,1
59,500,0.1,50.0,90.52,81.468,81.468,-31.468,37.4,2.34,PASS,PASS,0.01,1
60,10,0.5,5.0,0,0.0,0.0,5.0,-221.0,2.34,PASS,PASS,0.1,1
60,20,0.5,10.0,0,0.0,0.0,10.0,-213.0,2.34,PASS,PASS,0.1,1
60,50,0.5,25.0,0,0.0,0.0,25.0,-189.0,2.34,PASS,PASS,0.1,1
60,100,0.5,50.0,0,0.0,0.0,50.0,-149.0,2.34,PASS,PASS,0.1,1
60,200,0.5,100.0,42.4,38.16,38.16,61.84,-69.0,2.34,PASS,PASS,0.1,1
60,500,0.5,250.0,432.4,389.16,389.16,-139.16,171.0,2.34,PASS,PASS,0.1,1
61,10,1,10.0,0,0.0,0.0,10.0,-73.0,2.34,PASS,PASS,0.001,1
61,20,1,20.0,0,0.0,0.0,20.0,-57.0,2.34,PASS,PASS,0.001,1
61,50,1,50.0,47.6,42.84,42.84,7.16,-9.0,2.34,PASS,PASS,0.001,1
61,100,1,100.0,177.6,159.84,159.84,-59.84,71.0,2.34,PASS,PASS,0.001,1
61,200,1,200.0,437.6,393.84,393.84,-193.84,231.0,2.34,PASS,PASS,0.001,1
61,500,1,500.0,1217.6,1095.84,1095.84,-595.84,711.0,2.34,PASS,PASS,0.001,1
62,10,2,20.0,0,0.0,0.0,20.0,-225.0,2.34,PASS,PASS,0.01,1
62,20,2,40.0,0,0.0,0.0,40.0,-193.0,2.34,PASS,PASS,0.01,1
62,50,2,100.0,22.2,19.98,19.98,80.02,-97.0,2.34,PASS,PASS,0.01,1
62,100,2,200.0,282.2,253.98,253.98,-53.98,63.0,2.34,PASS,PASS,0.01,1
62,200,2,400.0,802.2,721.98,721.98,-321.98,383.0,2.34,PASS,PASS,0.01,1
62,500,2,1000.0,2362.2,2125.98,2125.98,-1125.98,1343.0,2.34,PASS,PASS,0.01,1
63,10,5,50.0,0,0.0,0.0,50.0,-761.0,2.34,PASS,PASS,0.1,1
63,20,5,100.0,0,0.0,0.0,100.0,-681.0,2.34,PASS,PASS,0.1,1
63,50,5,250.0,0,0.0,0.0,250.0,-441.0,2.34,PASS,PASS,0.1,1
63,100,5,500.0,522.0,469.8,469.8,30.2,-41.0,2.34,PASS,PASS,0.1,1
63,200,5,1000.0,1822.0,1639.8,1639.8,-639.8,759.0,2.34,PASS,PASS,0.1,1
63,500,5,2500.0,5722.0,5149.8,5149.8,-2649.8,3159.0,2.34,PASS,PASS,0.1,1
64,10,10,100.0,0,0.0,0.0,100.0,-1921.0,2.34,PASS,PASS,0.001,1
64,20,10,200.0,0,0.0,0.0,200.0,-1761.0,2.34,PASS,PASS,0.001,1
64,50,10,500.0,0,0.0,0.0,500.0,-1281.0,2.34,PASS,PASS,0.001,1
64,100,10,1000.0,675.0,607.5,607.5,392.5,-481.0,2.34,PASS,PASS,0.001,1
64,200,10,2000.0,3275.0,2947.5,2947.5,-947.5,1119.0,2.34,PASS,PASS,0.001,1
64,500,10,5000.0,11075.0,9967.5,9967.5,-4967.5,5919.0,2.34,PASS,PASS,0.001,1
65,10,0.01,0.1,0,0.0,0.0,0.1,-2.76,1.8,PASS,PASS,0.01,1
65,20,0.01,0.2,0,0.0,0.0,0.2,-2.66,1.8,PASS,PASS,0.01,1
65,50,0.01,0.5,0,0.0,0.0,0.5,-2.36,1.8,PASS,PASS,0.01,1
65,100,0.01,1.0,0,0.0,0.0,1.0,-1.86,1.8,PASS,PASS,0.01,1
65,200,0.01,2.0,1.14,1.026,1.026,0.974,-0.86,1.8,PASS,PASS,0.01,1
65,500,0.01,5.0,7.14,6.426,6.426,-1.426,2.14,1.8,PASS,PASS,0.01,1
66,10,0.05,0.5,0,0.0,0.0,0.5,-11.3,1.8,PASS,PASS,0.1,1
66,20,0.05,1.0,0,0.0,0.0,1.0,-10.8,1.8,PASS,PASS,0.1,1
66,50,0.05,2.5,0,0.0,0.0,2.5,-9.3,1.8,PASS,PASS,0.1,1
66,100,0.05,5.0,0,0.0,0.0,5.0,-6.8,1.8,PASS,PASS,0.1,1
66,200,0.05,10.0,8.2,7.38,7.38,2.62,-1.8,1.8,PASS,PASS,0.1,1
66,500,0.05,25.0,38.2,34.38,34.38,-9.38,13.2,1.8,PASS,PASS,0.1,1
67,10,0.1,1.0,0,0.0,0.0,1.0,-8.2,2.34,PASS,PASS,0.001,1
67,20,0.1,2.0,0,0.0,0.0,2.0,-6.6,2.34,PASS,PASS,0.001,1
67,50,0.1,5.0,3.86,3.474,3.474,1.526,-1.8,2.34,PASS,PASS,0.001,1
67,100,0.1,10.0,16.86,15.174,15.174,-5.174,6.2,2.34,PASS,PASS,0.001,1
67,200,0.1,20.0,42.86,38.574,38.574,-18.574,22.2,2.34,PASS,PASS,0.001,1
67,500,0.1,50.0,120.86,108.774,108.774,-58.774,70.2,2.34,PASS,PASS,0.001,1
68,10,0.5,5.0,0,0.0,0.0,5.0,-57.0,2.34,PASS,PASS,0.01,1
68,20,0.5,10.0,0,0.0,0.0,10.0,-49.0,2.34,PASS,PASS,0.01,1
68,50,0.5,25.0,4.8,4.32,4.32,20.68,-25.0,2.34,PASS,PASS,0.01,1
68,100,0.5,50.0,69.8,62.82,62.82,-12.82,15.0,2.34,PASS,PASS,0.01,1
68,200,0.5,100.0,199.8,179.82,179.82,-79.82,95.0,2.34,PASS,PASS,0.01,1
68,500,0.5,250.0,589.8,530.82,530.82,-280.82,335.0,2.34,PASS,PASS,0.01,1
69,10,1,10.0,0,0.0,0.0,10.0,-153.0,2.34,PASS,PASS,0.1,1
69,20,1,20.0,0,0.0,0.0,20.0,-137.0,2.34,PASS,PASS,0.1,1
69,50,1,50.0,0,0.0,0.0,50.0,-89.0,2.34,PASS,PASS,0.1,1
69,100,1,100.0,103.6,93.24,93.24,6.76,-9.0,2.34,PASS,PASS,0.1,1
69,200,1,200.0,363.6,327.24,327.24,-127.24,151.0,2.34,PASS,PASS,0.1,1
69,500,1,500.0,1143.6,1029.24,1029.24,-529.24,631.0,2.34,PASS,PASS,0.1,1
70,10,2,20.0,0,0.0,0.0,20.0,-385.0,2.34,PASS,PASS,0.001,1
70,20,2,40.0,0,0.0,0.0,40.0,-353.0,2.34,PASS,PASS,0.001,1
70,50,2,100.0,0,0.0,0.0,100.0,-257.0,2.34,PASS,PASS,0.001,1
70,100,2,200.0,134.2,120.78,120.78,79.22,-97.0,2.34,PASS,PASS,0.001,1
70,200,2,400.0,654.2,588.78,588.78,-188.78,223.0,2.34,PASS,PASS,0.001,1
70,500,2,1000.0,2214.2,1992.78,1992.78,-992.78,1183.0,2.34,PASS,PASS,0.001,1
71,10,5,50.0,0,0.0,0.0,50.0,-1201.0,2.34,PASS,PASS,0.01,1
71,20,5,100.0,0,0.0,0.0,100.0,-1121.0,2.34,PASS,PASS,0.01,1
71,50,5,250.0,0,0.0,0.0,250.0,-881.0,2.34,PASS,PASS,0.01,1
71,100,5,500.0,115.0,103.5,103.5,396.5,-481.0,2.34,PASS,PASS,0.01,1
71,200,5,1000.0,1415.0,1273.5,1273.5,-273.5,319.0,2.34,PASS,PASS,0.01,1
71,500,5,2500.0,5315.0,4783.5,4783.5,-2283.5,2719.0,2.34,PASS,PASS,0.01,1
72,10,10,100.0,0,0.0,0.0,100.0,-2801.0,2.34,PASS,PASS,0.1,1
72,20,10,200.0,0,0.0,0.0,200.0,-2641.0,2.34,PASS,PASS,0.1,1
72,50,10,500.0,0,0.0,0.0,500.0,-2161.0,2.34,PASS,PASS,0.1,1
72,100,10,1000.0,0,0.0,0.0,1000.0,-1361.0,2.34,PASS,PASS,0.1,1
72,200,10,2000.0,2461.0,2214.9,2214.9,-214.9,239.0,2.34,PASS,PASS,0.1,1
72,500,10,5000.0,10261.0,9234.9,9234.9,-4234.9,5039.0,2.34,PASS,PASS,0.1,1
73,10,0.01,0.1,0,0.0,0.0,0.1,-1.8,2.34,PASS,PASS,0.001,1
73,20,0.01,0.2,0,0.0,0.0,0.2,-1.64,2.34,PASS,PASS,0.001,1
73,50,0.01,0.5,0,0.0,0.0,0.5,-1.16,2.34,PASS,PASS,0.001,1
73,100,0.01,1.0,0.712,0.6408,0.6408,0.3592,-0.36,2.34,PASS,PASS,0.001,1
73,200,0.01,2.0,3.312,2.9808,2.9808,-0.9808,1.24,2.34,PASS,PASS,0.001,1
73,500,0.01,5.0,11.112,10.0008,10.0008,-5.0008,6.04,2.34,PASS,PASS,0.001,1
74,10,0.05,0.5,0,0.0,0.0,0.5,-7.0,2.34,PASS,PASS,0.01,1
74,20,0.05,1.0,0,0.0,0.0,1.0,-6.2,2.34,PASS,PASS,0.01,1
74,50,0.05,2.5,0,0.0,0.0,2.5,-3.8,2.34,PASS,PASS,0.01,1
74,100,0.05,5.0,5.54,4.986,4.986,0.014,0.2,2.34,PASS,PASS,0.01,1
74,200,0.05,10.0,18.54,16.686,16.686,-6.686,8.2,2.34,PASS,PASS,0.01,1
74,500,0.05,25.0,57.54,51.786,51.786,-26.786,32.2,2.34,PASS,PASS,0.01,1
75,10,0.1,1.0,0,0.0,0.0,1.0,-13.2,1.8,PASS,PASS,0.1,1
75,20,0.1,2.0,0,0.0,0.0,2.0,-12.2,1.8,PASS,PASS,0.1,1
75,50,0.1,5.0,0,0.0,0.0,5.0,-9.2,1.8,PASS,PASS,0.1,1
75,100,0.1,10.0,5.8,5.22,5.22,4.78,-4.2,1.8,PASS,PASS,0.1,1
75,200,0.1,20.0,25.8,23.22,23.22,-3.22,5.8,1.8,PASS,PASS,0.1,1
75,500,0.1,50.0,85.8,77.22,77.22,-27.22,35.8,1.8,PASS,PASS,0.1,1
76,10,0.5,5.0,0,0.0,0.0,5.0,-101.0,2.34,PASS,PASS,0.001,1
76,20,0.5,10.0,0,0.0,0.0,10.0,-93.0,2.34,PASS,PASS,0.001,1
76,50,0.5,25.0,0,0.0,0.0,25.0,-69.0,2.34,PASS,PASS,0.001,1
76,100,0.5,50.0,29.1,26.19,26.19,23.81,-29.0,2.34,PASS,PASS,0.001,1
76,200,0.5,100.0,159.1,143.19,143.19,-43.19,51.0,2.34,PASS,PASS,0.001,1
76,500,0.5,250.0,549.1,494.19,494.19,-244.19,291.0,2.34,PASS,PASS,0.001,1
77,10,1,10.0,0,0.0,0.0,10.0,-241.0,2.34,PASS,PASS,0.01,1
77,20,1,20.0,0,0.0,0.0,20.0,-225.0,2.34,PASS,PASS,0.01,1
77,50,1,50.0,0,0.0,0.0,50.0,-177.0,2.34,PASS,PASS,0.01,1
77,100,1,100.0,22.2,19.98,19.98,80.02,-97.0,2.34,PASS,PASS,0.01,1
77,200,1,200.0,282.2,253.98,253.98,-53.98,63.0,2.34,PASS,PASS,0.01,1
77,500,1,500.0,1062.2,955.98,955.98,-455.98,543.0,2.34,PASS,PASS,0.01,1
78,10,2,20.0,0,0.0,0.0,20.0,-561.0,2.34,PASS,PASS,0.1,1
78,20,2,40.0,0,0.0,0.0,40.0,-529.0,2.34,PASS,PASS,0.1,1
78,50,2,100.0,0,0.0,0.0,100.0,-433.0,2.34,PASS,PASS,0.1,1
78,100,2,200.0,0,0.0,0.0,200.0,-273.0,2.34,PASS,PASS,0.1,1
78,200,2,400.0,491.4,442.26,442.26,-42.26,47.0,2.34,PASS,PASS,0.1,1
78,500,2,1000.0,2051.4,1846.26,1846.26,-846.26,1007.0,2.34,PASS,PASS,0.1,1
79,10,5,50.0,0,0.0,0.0,50.0,-401.0,2.34,PASS,PASS,0.001,1
79,20,5,100.0,0,0.0,0.0,100.0,-321.0,2.34,PASS,PASS,0.001,1
79,50,5,250.0,205.0,184.5,184.5,65.5,-81.0,2.34,PASS,PASS,0.001,1
79,100,5,500.0,855.0,769.5,769.5,-269.5,319.0,2.34,PASS,PASS,0.001,1
79,200,5,1000.0,2155.0,1939.5,1939.5,-939.5,1119.0,2.34,PASS,PASS,0.001,1
79,500,5,2500.0,6055.0,5449.5,5449.5,-2949.5,3519.0,2.34,PASS,PASS,0.001,1
80,10,10,100.0,0,0.0,0.0,100.0,-1201.0,2.34,PASS,PASS,0.01,1
80,20,10,200.0,0,0.0,0.0,200.0,-1041.0,2.34,PASS,PASS,0.01,1
80,50,10,500.0,41.0,36.9,36.9,463.1,-561.0,2.34,PASS,PASS,0.01,1
80,100,10,1000.0,1341.0,1206.9,1206.9,-206.9,239.0,2.34,PASS,PASS,0.01,1
80,200,10,2000.0,3941.0,3546.9,3546.9,-1546.9,1839.0,2.34,PASS,PASS,0.01,1
80,500,10,5000.0,11741.0,10566.9,10566.9,-5566.9,6639.0,2.34,PASS,PASS,0.01,1
81,10,0.01,0.1,0,0.0,0.0,0.1,-2.34,0.0,FAIL,FAIL,0.1,2
81,20,0.01,0.2,0,0.0,0.0,0.2,-2.44,0.0,FAIL,FAIL,0.1,2
81,50,0.01,0.5,0,0.0,0.0,0.5,-2.74,0.0,FAIL,FAIL,0.1,2
81,100,0.01,1.0,0,0.0,0.0,1.0,-3.24,0.0,FAIL,FAIL,0.1,2
81,200,0.01,2.0,0,0.0,0.0,2.0,-4.24,0.0,FAIL,FAIL,0.1,2
81,500,0.01,5.0,0,0.0,0.0,5.0,-7.24,0.0,FAIL,FAIL,0.1,2
82,10,0.05,0.5,0,0.0,0.0,0.5,-29.0,2.34,PASS,PASS,0.001,2
82,20,0.05,1.0,0,0.0,0.0,1.0,-28.2,2.34,PASS,PASS,0.001,2
82,50,0.05,2.5,0,0.0,0.0,2.5,-25.8,2.34,PASS,PASS,0.001,2
82,100,0.05,5.0,0,0.0,0.0,5.0,-21.8,2.34,PASS,PASS,0.001,2
82,200,0.05,10.0,0,0.0,0.0,10.0,-13.8,2.34,PASS,PASS,0.001,2
82,500,0.05,25.0,37.36,33.624,33.624,-8.624,10.2,2.34,PASS,PASS,0.001,2
83,10,0.1,1.0,0,0.0,0.0,1.0,-65.0,2.34,PASS,PASS,0.01,2
83,20,0.1,2.0,0,0.0,0.0,2.0,-63.4,2.34,PASS,PASS,0.01,2
83,50,0.1,5.0,0,0.0,0.0,5.0,-58.6,2.34,PASS,PASS,0.01,2
83,100,0.1,10.0,0,0.0,0.0,10.0,-50.6,2.34,PASS,PASS,0.01,2
83,200,0.1,20.0,0,0.0,0.0,20.0,-34.6,2.34,PASS,PASS,0.01,2
83,500,0.1,50.0,68.32,61.488,61.488,-11.488,13.4,2.34,PASS,PASS,0.01,2
84,10,0.5,5.0,0,0.0,0.0,5.0,-361.0,2.34,PASS,PASS,0.1,2
84,20,0.5,10.0,0,0.0,0.0,10.0,-353.0,2.34,PASS,PASS,0.1,2
84,50,0.5,25.0,0,0.0,0.0,25.0,-329.0,2.34,PASS,PASS,0.1,2
84,100,0.5,50.0,0,0.0,0.0,50.0,-289.0,2.34,PASS,PASS,0.1,2
84,200,0.5,100.0,0,0.0,0.0,100.0,-209.0,2.34,PASS,PASS,0.1,2
84,500,0.5,250.0,299.4,269.46,269.46,-19.46,31.0,2.34,PASS,PASS,0.1,2
85,10,1,10.0,0,0.0,0.0,10.0,-321.0,2.34,PASS,PASS,0.001,2
85,20,1,20.0,0,0.0,0.0,20.0,-305.0,2.34,PASS,PASS,0.001,2
85,50,1,50.0,0,0.0,0.0,50.0,-257.0,2.34,PASS,PASS,0.001,2
85,100,1,100.0,0,0.0,0.0,100.0,-177.0,2.34,PASS,PASS,0.001,2
85,200,1,200.0,208.2,187.38,187.38,12.62,-17.0,2.34,PASS,PASS,0.001,2
85,500,1,500.0,988.2,889.38,889.38,-389.38,463.0,2.34,PASS,PASS,0.001,2
86,10,2,20.0,0,0.0,0.0,20.0,-801.0,2.34,PASS,PASS,0.01,2
86,20,2,40.0,0,0.0,0.0,40.0,-769.0,2.34,PASS,PASS,0.01,2
86,50,2,100.0,0,0.0,0.0,100.0,-673.0,2.34,PASS,PASS,0.01,2
86,100,2,200.0,0,0.0,0.0,200.0,-513.0,2.34,PASS,PASS,0.01,2
86,200,2,400.0,269.4,242.46,242.46,157.54,-193.0,2.34,PASS,PASS,0.01,2
86,500,2,1000.0,1829.4,1646.46,1646.46,-646.46,767.0,2.34,PASS,PASS,0.01,2
87,10,5,50.0,0,0.0,0.0,50.0,-2401.0,2.34,PASS,PASS,0.1,2
87,20,5,100.0,0,0.0,0.0,100.0,-2321.0,2.34,PASS,PASS,0.1,2
87,50,5,250.0,0,0.0,0.0,250.0,-2081.0,2.34,PASS,PASS,0.1,2
87,100,5,500.0,0,0.0,0.0,500.0,-1681.0,2.34,PASS,PASS,0.1,2
87,200,5,1000.0,305.0,274.5,274.5,725.5,-881.0,2.34,PASS,PASS,0.1,2
87,500,5,2500.0,4205.0,3784.5,3784.5,-1284.5,1519.0,2.34,PASS,PASS,0.1,2
88,10,10,100.0,0,0.0,0.0,100.0,-5601.0,2.34,PASS,PASS,0.001,2
88,20,10,200.0,0,0.0,0.0,200.0,-5441.0,2.34,PASS,PASS,0.001,2
88,50,10,500.0,0,0.0,0.0,500.0,-4961.0,2.34,PASS,PASS,0.001,2
88,100,10,1000.0,0,0.0,0.0,1000.0,-4161.0,2.34,PASS,PASS,0.001,2
88,200,10,2000.0,0,0.0,0.0,2000.0,-2561.0,2.34,PASS,PASS,0.001,2
88,500,10,5000.0,7671.0,6903.9,6903.9,-1903.9,2239.0,2.34,PASS,PASS,0.001,2
89,10,0.01,0.1,0,0.0,0.0,0.1,-5.82,1.8,PASS,PASS,0.01,2
89,20,0.01,0.2,0,0.0,0.0,0.2,-5.72,1.8,PASS,PASS,0.01,2
89,50,0.01,0.5,0,0.0,0.0,0.5,-5.42,1.8,PASS,PASS,0.01,2
89,100,0.01,1.0,0,0.0,0.0,1.0,-4.92,1.8,PASS,PASS,0.01,2
89,200,0.01,2.0,0,0.0,0.0,2.0,-3.92,1.8,PASS,PASS,0.01,2
89,500,0.01,5.0,4.08,3.672,3.672,1.328,-0.92,1.8,PASS,PASS,0.01,2
90,10,0.05,0.5,0,0.0,0.0,0.5,-28.1,1.8,PASS,PASS,0.1,2
90,20,0.05,1.0,0,0.0,0.0,1.0,-27.6,1.8,PASS,PASS,0.1,2
90,50,0.05,2.5,0,0.0,0.0,2.5,-26.1,1.8,PASS,PASS,0.1,2
90,100,0.05,5.0,0,0.0,0.0,5.0,-23.6,1.8,PASS,PASS,0.1,2
90,200,0.05,10.0,0,0.0,0.0,10.0,-18.6,1.8,PASS,PASS,0.1,2
90,500,0.05,25.0,21.4,19.26,19.26,5.74,-3.6,1.8,PASS,PASS,0.1,2
91,10,0.1,1.0,0,0.0,0.0,1.0,-34.6,2.34,PASS,PASS,0.001,2
91,20,0.1,2.0,0,0.0,0.0,2.0,-33.0,2.34,PASS,PASS,0.001,2
91,50,0.1,5.0,0,0.0,0.0,5.0,-28.2,2.34,PASS,PASS,0.001,2
91,100,0.1,10.0,0,0.0,0.0,10.0,-20.2,2.34,PASS,PASS,0.001,2
91,200,0.1,20.0,18.44,16.596,16.596,3.404,-4.2,2.34,PASS,PASS,0.001,2
91,500,0.1,50.0,96.44,86.796,86.796,-36.796,43.8,2.34,PASS,PASS,0.001,2
92,10,0.5,5.0,0,0.0,0.0,5.0,-209.0,2.34,PASS,PASS,0.01,2
92,20,0.5,10.0,0,0.0,0.0,10.0,-201.0,2.34,PASS,PASS,0.01,2
92,50,0.5,25.0,0,0.0,0.0,25.0,-177.0,2.34,PASS,PASS,0.01,2
92,100,0.5,50.0,0,0.0,0.0,50.0,-137.0,2.34,PASS,PASS,0.01,2
92,200,0.5,100.0,59.2,53.28,53.28,46.72,-57.0,2.34,PASS,PASS,0.01,2
92,500,0.5,250.0,449.2,404.28,404.28,-154.28,183.0,2.34,PASS,PASS,0.01,2
93,10,1,10.0,0,0.0,0.0,10.0,-497.0,2.34,PASS,PASS,0.1,2
93,20,1,20.0,0,0.0,0.0,20.0,-481.0,2.34,PASS,PASS,0.1,2
93,50,1,50.0,0,0.0,0.0,50.0,-433.0,2.34,PASS,PASS,0.1,2
