GeneratedAt,GitCommit,Seed,ScenarioId,Direction,SymbolModel,InputSet,Result,Law1Status,Law2Status,Law3Status,RejectReason,Kind,HarvestNet,ReserveCredit,PartialFarBudget,TransitionBudget,Unallocated,Residual
2026-07-21T19:48:22.578957+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,92,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.578962+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,93,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.578967+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,94,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.578972+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,95,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.578978+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,96,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579002+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,97,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579008+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,98,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579013+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,99,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579018+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,100,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,BIG,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579028+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,101,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579033+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,102,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579038+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,103,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579042+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,104,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579047+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,105,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579051+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,106,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579073+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,107,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579078+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,108,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579082+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,109,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579086+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,110,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579091+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,111,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579095+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,112,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579099+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,113,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579103+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,114,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579107+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,115,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579111+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,116,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579132+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,117,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579137+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,118,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579141+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,119,FAR_SELL,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-21T19:48:22.579145+00:00,5f8bd2459a3e75875da8850fa8223ade8406b405,20260721,120,FAR_BUY,POINT_VALUE_1_BID_ASK_COST_MODEL,HYBRID_CORE_TARGET,PASS,PASS,PASS,PASS,,SMALL,0.0,0.0,0.0,0.0,0.0,0.0
