TestID,RunGroup,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,InitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,FullCycleCompleted,LevelsUsed,TotalPositionsOpened,TotalPositionsClosed,RecoveryPL,ReserveCoverage,TotalClosedFarLot,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,FinalState,StopReason,Score,Rank
136,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,60,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,30.74514498,2.03558684,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355098.9898662,166
137,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,60,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,30.74514498,2.03558684,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355098.9898662,167
138,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,60,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,30.74514498,2.03558684,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355098.9898662,168
139,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,80,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,41.78632027,2.93529336,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353398.6074613,125
140,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,80,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,41.78632027,2.93529336,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353398.6074613,126
141,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,41.78632027,2.93529336,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353398.6074613,127
142,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,80,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,41.78632027,2.93529336,0.92,0.08,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353398.6074613,128
143,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,100,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,10.92260981,1.23805656,0.83,0.17,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248376.9682459,30
144,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,100,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,10.92260981,1.23805656,0.83,0.17,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248376.9682459,31
145,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,100,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,10.92260981,1.23805656,0.83,0.17,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248376.9682459,32
146,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,100,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,10.92260981,1.23805656,0.83,0.17,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248376.9682459,33
147,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,40,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,25.01041455,1.71282053,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356188.6138015,185
148,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,40,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,25.01041455,1.71282053,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356188.6138015,186
149,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,40,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,25.01041455,1.71282053,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356188.6138015,187
150,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,40,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,25.01041455,1.71282053,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356188.6138015,188
151,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,60,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,36.02986084,2.33495077,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354516.2063146,153
152,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,60,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,36.02986084,2.33495077,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354516.2063146,154
153,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,60,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,36.02986084,2.33495077,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354516.2063146,155
154,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,60,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,36.02986084,2.33495077,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354516.2063146,156
155,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,8.13129608,1.16737475,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248911.9495642,43
156,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,80,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,8.13129608,1.16737475,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248911.9495642,44
157,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,80,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,8.13129608,1.16737475,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248911.9495642,45
158,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,80,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,8.13129608,1.16737475,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248911.9495642,46
159,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,18.27615035,1.45143594,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247282.0949025,17
160,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,18.27615035,1.45143594,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247282.0949025,18
161,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,18.27615035,1.45143594,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247282.0949025,19
162,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,18.27615035,1.45143594,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-247282.0949025,20
163,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,40,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,6,14,20,10.47285524,1.32336017,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-575872.9354306,350
164,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,40,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,6,14,20,10.47285524,1.32336017,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-575872.9354306,351
165,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,40,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,6,14,20,10.47285524,1.32336017,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-575872.9354306,352
166,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,40,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,6,14,20,10.47285524,1.32336017,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-575872.9354306,353
167,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,60,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,4.42305438,1.11705687,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466954.0637692,314
168,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,60,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,4.42305438,1.11705687,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466954.0637692,315
169,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,60,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,4.42305438,1.11705687,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466954.0637692,316
170,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,60,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,4.42305438,1.11705687,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466954.0637692,317
171,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,80,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,20.19942639,1.83157072,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.8486641,294
172,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,80,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,20.19942639,1.83157072,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.8486641,295
173,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,80,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,20.19942639,1.83157072,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.8486641,296
174,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,80,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,20.19942639,1.83157072,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.8486641,297
175,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,100,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,0.73813574,1.01823256,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357500.7953866,217
176,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,100,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,0.73813574,1.01823256,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357500.7953866,218
177,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,100,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,0.73813574,1.01823256,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357500.7953866,219
178,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,120,100,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,0.73813574,1.01823256,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357500.7953866,220
179,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,40,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,4.13786133,1.10950919,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466957.6704677,318
180,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,40,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,4.13786133,1.10950919,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466957.6704677,319
181,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,40,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,4.13786133,1.10950919,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466957.6704677,320
182,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,40,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,4.13786133,1.10950919,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-466957.6704677,321
183,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,60,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,20.23201988,1.83291253,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.3885482,290
184,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,60,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,20.23201988,1.83291253,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.3885482,291
185,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,60,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,20.23201988,1.83291253,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.3885482,292
186,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,60,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,20.23201988,1.83291253,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464224.3885482,293
187,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,80,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,3.77933293,1.10002067,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356962.2046037,205
188,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,80,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,3.77933293,1.10002067,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356962.2046037,206
189,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,80,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,3.77933293,1.10002067,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356962.2046037,207
190,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,80,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,3.77933293,1.10002067,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356962.2046037,208
191,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,100,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,16.80784917,1.62275153,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354779.6463553,157
192,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,100,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,16.80784917,1.62275153,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354779.6463553,158
193,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,100,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,16.80784917,1.62275153,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354779.6463553,159
194,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,160,100,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,16.80784917,1.62275153,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354779.6463553,160
195,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,40,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,19.94682683,1.8211717,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464228.4145617,298
196,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,40,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,19.94682683,1.8211717,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464228.4145617,299
197,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,40,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,19.94682683,1.8211717,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464228.4145617,300
198,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,40,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,19.94682683,1.8211717,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-464228.4145617,301
199,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,60,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,6.83682686,1.19485605,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356422.1461264,193
200,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,60,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,6.83682686,1.19485605,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356422.1461264,194
201,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,60,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,6.83682686,1.19485605,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356422.1461264,195
202,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,60,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,6.83682686,1.19485605,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356422.1461264,196
203,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,80,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,16.56747216,1.61384527,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354782.9407514,161
204,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,80,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,16.56747216,1.61384527,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354782.9407514,162
205,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,80,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,16.56747216,1.61384527,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354782.9407514,163
206,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,80,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,16.56747216,1.61384527,0.9,0.1,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-354782.9407514,164
207,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,100,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,26.27774656,2.39088987,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353108.1335474,117
208,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,100,220,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,26.27774656,2.39088987,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353108.1335474,118
209,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,100,275,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,26.27774656,2.39088987,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353108.1335474,119
210,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,200,100,350,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,26.27774656,2.39088987,0.93,0.07,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353108.1335474,120
211,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,40,180,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,7.38684202,1.210532,0.87,0.13,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356415.0783798,189
