TestID,RunGroup,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,InitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,FullCycleCompleted,LevelsUsed,TotalPositionsOpened,TotalPositionsClosed,RecoveryPL,ReserveCoverage,TotalClosedFarLot,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,FinalState,StopReason,Score,Rank
60,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,80,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,8.21708999,1.13237101,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251414.5919991,65
61,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,8.21708999,1.13237101,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251414.5919991,66
62,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,80,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,8.21708999,1.13237101,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251414.5919991,67
63,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,100,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,18.66343407,1.34575162,0.8,0.2,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249788.7904973,54
64,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,100,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,18.66343407,1.34575162,0.8,0.2,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249788.7904973,55
65,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,100,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,18.66343407,1.34575162,0.8,0.2,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249788.7904973,56
66,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,240,100,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,18.66343407,1.34575162,0.8,0.2,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-249788.7904973,57
67,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,40,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,37.82138081,1.93421919,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357038.3642729,213
68,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,40,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,37.82138081,1.93421919,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357038.3642729,214
69,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,40,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,37.82138081,1.93421919,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357038.3642729,215
70,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,40,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,37.82138081,1.93421919,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357038.3642729,216
71,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,60,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,8.02017097,1.12919879,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251416.8784113,68
72,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,60,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,8.02017097,1.12919879,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251416.8784113,69
73,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,60,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,8.02017097,1.12919879,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251416.8784113,70
74,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,60,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,8.02017097,1.12919879,0.77,0.23,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-251416.8784113,71
75,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,16.24966159,1.2867,0.79,0.21,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250318.8333841,58
76,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,16.24966159,1.2867,0.79,0.21,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250318.8333841,59
77,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,16.24966159,1.2867,0.79,0.21,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250318.8333841,60
78,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,80,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,16.24966159,1.2867,0.79,0.21,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-250318.8333841,61
79,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,8,YES,3,8,11,27.06947277,1.55719852,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248683.5854203,37
80,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,12,YES,3,8,11,27.06947277,1.55719852,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248683.5854203,38
81,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,275,0,14,0,1.0,1.0,0.4,1.3,16,YES,3,8,11,27.06947277,1.55719852,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248683.5854203,39
82,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,350,0,14,0,1.0,1.0,0.4,1.3,20,YES,3,8,11,27.06947277,1.55719852,0.82,0.18,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-248683.5854203,40
83,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,40,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,6,14,20,21.95835286,1.58113146,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-576732.3033254,354
84,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,40,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,6,14,20,21.95835286,1.58113146,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-576732.3033254,355
85,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,40,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,6,14,20,21.95835286,1.58113146,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-576732.3033254,356
86,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,40,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,6,14,20,21.95835286,1.58113146,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-576732.3033254,357
87,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,60,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,17.90675744,1.44231163,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467286.7012626,322
88,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,60,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,17.90675744,1.44231163,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467286.7012626,323
89,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,60,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,17.90675744,1.44231163,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467286.7012626,324
90,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,60,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,17.90675744,1.44231163,0.85,0.15,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467286.7012626,325
91,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,80,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,32.15752963,2.08316011,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.1086927,302
92,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,80,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,32.15752963,2.08316011,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.1086927,303
93,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,80,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,32.15752963,2.08316011,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.1086927,304
94,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,80,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,32.15752963,2.08316011,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.1086927,305
95,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,100,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,14.05072297,1.32537288,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357836.9554823,229
96,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,100,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,14.05072297,1.32537288,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357836.9554823,230
97,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,100,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,14.05072297,1.32537288,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357836.9554823,231
98,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,120,100,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,14.05072297,1.32537288,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357836.9554823,232
99,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,40,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,14.80580553,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467827.6561107,326
100,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,40,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,14.80580553,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467827.6561107,327
101,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,40,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,14.80580553,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467827.6561107,328
102,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,40,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,14.80580553,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-467827.6561107,329
103,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,60,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,32.09234264,2.08096442,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.9801316,306
104,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,60,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,32.09234264,2.08096442,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.9801316,307
105,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,60,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,32.09234264,2.08096442,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.9801316,308
106,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,60,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,32.09234264,2.08096442,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465080.9801316,309
107,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,80,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,14.80580552,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357827.6561108,225
108,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,80,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,14.80580552,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357827.6561108,226
109,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,80,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,14.80580552,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357827.6561108,227
110,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,80,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,14.80580552,1.34285834,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357827.6561108,228
111,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,100,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,28.15482443,1.86930913,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.5208427,177
112,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,100,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,28.15482443,1.86930913,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.5208427,178
113,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,100,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,28.15482443,1.86930913,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.5208427,179
114,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,160,100,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,28.15482443,1.86930913,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.5208427,180
115,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,40,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,5,12,17,28.90447475,1.89245536,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465631.7097165,310
116,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,40,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,5,12,17,28.90447475,1.89245536,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465631.7097165,311
117,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,40,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,5,12,17,28.90447475,1.89245536,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465631.7097165,312
118,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,40,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,5,12,17,28.90447475,1.89245536,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-465631.7097165,313
119,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,60,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,14.89815375,1.34499685,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357826.5187775,221
120,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,60,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,14.89815375,1.34499685,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357826.5187775,222
121,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,60,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,14.89815375,1.34499685,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357826.5187775,223
122,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,60,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,14.89815375,1.34499685,0.84,0.16,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-357826.5187775,224
123,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,80,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,28.17655342,1.86998004,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.2364618,173
124,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,80,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,28.17655342,1.86998004,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.2364618,174
125,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,80,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,28.17655342,1.86998004,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.2364618,175
126,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,80,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,28.17655342,1.86998004,0.88,0.12,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355641.2364618,176
127,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,100,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,39.04932903,2.60758421,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353958.7482887,141
128,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,100,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,39.04932903,2.60758421,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353958.7482887,142
129,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,100,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,39.04932903,2.60758421,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353958.7482887,143
130,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,200,100,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,39.04932903,2.60758421,0.91,0.09,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-353958.7482887,144
131,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,40,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,20.6002907,1.54519012,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356749.478081,201
132,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,40,220,0,14,0,1.0,1.0,0.4,1.3,16,YES,4,10,14,20.6002907,1.54519012,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356749.478081,202
133,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,40,275,0,14,0,1.0,1.0,0.4,1.3,20,YES,4,10,14,20.6002907,1.54519012,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356749.478081,203
134,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,40,350,0,14,0,1.0,1.0,0.4,1.3,8,YES,4,10,14,20.6002907,1.54519012,0.86,0.14,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-356749.478081,204
135,FIRST_ROUND_50_PLUS,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,240,60,180,0,14,0,1.0,1.0,0.4,1.3,12,YES,4,10,14,30.74514498,2.03558684,0.89,0.11,1.0,1.1,0.28,3,STATE_CLOSED_PROFIT,FINAL_CLOSE_RESERVE_COVERS_FAR,-355098.9898662,165
