TestID,RunGroup,CandidateStatus,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,ATRInitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,MaxReverseCycles,MinProjectedReserveCoverage,MaxSpreadPoints,MaxMarginPercent,MaxDrawdownPercent,MaxManagedPositions,FullCycleCompleted,BigLevelsUsed,BigPositionsOpened,SmallPositionsOpened,FarPositionsOpened,MaxBigLevel,RecoveryPL,ReserveCoverage,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,DrawdownProxy,MarginProxy,CycleDurationBarsProxy,FinalState,EndReason,Score,Rank
281,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,9.40485197,1.32168339,0.06,1.0,1.1,0.28,3,391.09655172,2.38,63,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199020.0626287,527
282,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,10.59886019,1.46070838,0.05,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309901.5152059,435
283,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,10.59886019,1.46070838,0.05,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309901.5152059,436
284,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,10.76997602,1.46,0.05,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309902.8721742,434
285,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,80,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,3.21806408,1.09031865,0.07,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308042.5123798,459
286,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,1.29070227,1.04007421,0.07,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417998.1165417,217
287,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,1.29070227,1.04007421,0.07,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417998.1165417,218
288,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,10.26749304,1.39295218,0.05,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309864.3234344,437
289,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,100,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,7.85557466,1.23241723,0.06,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308959.9367756,447
290,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,9.71286044,1.43377001,0.06,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309079.1860234,441
291,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,9.71286044,1.43377001,0.06,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309079.1860234,442
292,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,9.73730556,1.4255698,0.06,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309075.3303696,443
293,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,40,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,11.27680481,1.42348021,0.06,1.0,1.1,0.28,3,391.09655172,2.38,70,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199089.6805671,526
294,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,0.55137323,1.01745186,0.08,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417179.4120763,289
295,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,0.55137323,1.01745186,0.08,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417179.4120763,290
296,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,0.25259956,1.00783356,0.08,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417171.6151896,291
297,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,60,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,0.23684604,1.00621437,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307170.6480594,473
298,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,2.86225178,1.09327315,0.07,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418040.4315068,215
299,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,2.86225178,1.09327315,0.07,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,418040.4315068,216
300,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,11.79775746,1.48155211,0.05,1.0,1.1,0.28,3,391.09655172,2.38,66,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309923.9260436,433
301,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,135
302,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,90
303,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,91
304,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,53
305,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,19
306,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,20
307,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,222
308,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,236
309,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,237
310,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,136
311,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,92
312,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,93
313,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,54
314,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,21
315,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,22
316,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,223
317,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,238
318,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,239
319,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,6.57573691,1.07789575,0.2,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,517609.8776581,183
320,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,165
321,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,10.47065913,1.12570925,0.19,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,518472.7336303,166
322,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,31.84384114,1.67612457,0.1,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416161.6731104,310
323,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.29613451,1.01847893,0.16,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520727.3732241,69
324,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,1.29613451,1.01847893,0.16,1.0,1.1,0.3,3,391.89655172,2.4,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520727.3732241,70
325,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,14.45684313,1.34106113,0.09,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416620.2714103,302
326,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9375564,1.45507856,0.08,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417512.087258,270
327,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.27,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9375564,1.45507856,0.08,1.0,1.1,0.3,3,391.89655172,2.4,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417512.087258,271
328,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,137
329,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,94
330,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,95
331,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,55
332,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,23
333,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,24
334,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.79014782,1.49870242,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417602.4251022,224
335,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,240
336,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,241
337,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,17.49863073,1.23031961,0.18,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,519455.3185263,138
338,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,96
339,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.75,0.25,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,21.77381035,1.2921678,0.17,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520328.9944175,97
340,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,90,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,4.3642685,1.06462355,0.16,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,520841.126874,56
341,ROUND2_TOP20_150,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.8,0.2,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,4,4,4,1,4,7.16187651,1.10891367,0.15,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,521691.2480141,25
