TestID,RunGroup,CandidateStatus,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,GeometryMode,ATRPeriod,ATRTimeframe,ATRInitialMultiplier,ATRBigStartMultiplier,ATRStepMultiplier,ATRFarMultiplier,MaxHarvestLevels,MaxReverseCycles,MinProjectedReserveCoverage,MaxSpreadPoints,MaxMarginPercent,MaxDrawdownPercent,MaxManagedPositions,FullCycleCompleted,BigLevelsUsed,BigPositionsOpened,SmallPositionsOpened,FarPositionsOpened,MaxBigLevel,RecoveryPL,ReserveCoverage,RemainingFarLot,MaxFarLot,MaxBigLot,MaxSmallLot,MaxOpenPositions,DrawdownProxy,MarginProxy,CycleDurationBarsProxy,FinalState,EndReason,Score,Rank
220,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,14.71759106,1.3662206,0.09,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416695.4586246,298
221,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,80,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,1.61908168,1.02768952,0.12,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,413995.2079908,351
222,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9698783,1.46617813,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417577.960262,260
223,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.9698783,1.46617813,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417577.960262,261
224,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,17.94543318,1.45780211,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417573.5278008,262
225,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,240,100,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,5.03189185,1.0861915,0.11,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,414858.5870825,332
226,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,13.62842522,1.37613193,0.1,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,415889.5226312,317
227,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,13.62842522,1.37613193,0.1,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,415889.5226312,318
228,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,13.63249942,1.36796921,0.1,1.0,1.1,0.28,3,391.09655172,2.38,50,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,415885.4820132,319
229,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,40,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,16.28017737,1.37602886,0.1,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,305915.9886177,482
230,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,15.91866122,1.43587684,0.09,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416742.2974462,293
231,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,15.91866122,1.43587684,0.09,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416742.2974462,294
232,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,16.48578797,1.44251968,0.09,1.0,1.1,0.28,3,391.09655172,2.38,55,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416751.2901337,292
233,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,60,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,24.03036642,1.61645067,0.08,1.0,1.1,0.28,3,391.09655172,2.38,66,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307713.7014132,464
234,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.7195286,1.52085853,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417612.796965,219
235,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.7195286,1.52085853,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417612.796965,220
236,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,15.69865516,1.38135392,0.09,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,416712.8359256,297
237,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,80,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,2.16094848,1.03615049,0.12,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,414004.8571438,348
238,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,234
239,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,18.86076706,1.47850055,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417593.0303596,235
240,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,19.77338482,1.49349241,0.08,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,417609.6524672,221
241,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.85,0.15,0.05,190,260,100,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,5,5,5,1,5,11.77792975,1.2174674,0.1,1.0,1.1,0.28,3,391.09655172,2.38,60,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,415791.6854115,323
242,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,3.01652763,1.13068957,0.07,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,198060.6824753,535
243,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,3.01652763,1.13068957,0.07,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,198060.6824753,536
244,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,8,8,8,1,8,10.22892406,1.56888217,0.05,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,89951.9027396,546
245,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,40,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,8,8,8,1,8,4.64891834,1.16588486,0.07,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,88094.6040274,549
246,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,9.51241048,1.48173315,0.05,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199901.1630938,523
247,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,9.51241048,1.48173315,0.05,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199901.1630938,524
248,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,5.84292656,1.24159928,0.06,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,198944.4013196,533
249,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,60,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,8,8,8,1,8,11.8906489,1.49917902,0.05,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,89933.668413,547
250,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,0.37808451,1.01296331,0.07,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307975.4349141,462
251,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,0.37808451,1.01296331,0.07,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307975.4349141,463
252,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,0.44870373,1.01508951,0.07,1.0,1.1,0.28,3,391.09655172,2.38,42,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307977.2042063,461
253,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,80,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,6.83974418,1.22395945,0.06,1.0,1.1,0.28,3,391.09655172,2.38,49,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,198945.5495808,532
254,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,4.19260945,1.14836601,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308881.2815135,452
255,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,4.19260945,1.14836601,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308881.2815135,453
256,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,4.24530226,1.14767574,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308881.4633066,451
257,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,120,100,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,11.01822978,1.38378429,0.05,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199867.2468568,525
258,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,7.46553922,1.35401855,0.06,1.0,1.1,0.28,3,391.09655172,2.38,49,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199016.8370812,528
259,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,7.46553922,1.35401855,0.06,1.0,1.1,0.28,3,391.09655172,2.38,49,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199016.8370812,529
260,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,7.50899722,1.34801108,0.06,1.0,1.1,0.28,3,391.09655172,2.38,49,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199014.2679262,530
261,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,40,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,8,8,8,1,8,9.49611373,1.37496782,0.06,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,89047.6174613,548
262,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,6.2612097,1.27171146,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308963.640241,445
263,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,6.2612097,1.27171146,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308963.640241,446
264,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,10.64014528,1.50094629,0.05,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199922.0470118,521
265,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,60,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,8.73125314,1.31258265,0.06,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199008.7762704,531
266,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,5.49471944,1.20890128,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308924.5702484,449
267,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,5.49471944,1.20890128,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308924.5702484,450
268,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,6.1933066,1.23116383,0.06,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,308942.687395,448
269,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,80,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,11.81840001,1.44536336,0.05,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,199906.0380941,522
270,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,8.52211157,1.34593164,0.05,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309823.3593497,439
271,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,8.52211157,1.34593164,0.05,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309823.3593497,440
272,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,9.81878931,1.39208243,0.05,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309859.4015221,438
273,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,160,100,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,0.80179989,1.02114916,0.07,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307983.7649929,460
274,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,1.55905535,1.05544822,0.08,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307208.4870775,470
275,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,1.55905535,1.05544822,0.08,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307208.4870775,471
276,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,1.38576661,1.04816843,0.08,1.0,1.1,0.28,3,391.09655172,2.38,48,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,307203.1142951,472
277,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,40,350,0,14,0,1.0,1.0,0.4,1.3,12,20,1.0,40.0,60.0,25.0,8,YES,7,7,7,1,7,6.19004725,1.20950542,0.07,1.0,1.1,0.28,3,391.09655172,2.38,56,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,198131.8255965,534
278,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,180,0,14,0,1.0,1.0,0.4,1.3,16,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,11.43053745,1.56337349,0.05,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309961.1645335,431
279,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,220,0,14,0,1.0,1.0,0.4,1.3,20,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,11.43053745,1.56337349,0.05,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309961.1645335,432
280,ROUND1_GLOBAL_300,MT5_CANDIDATE_NOT_CONFIRMED,1.0,1.1,0.25,0.4,0.6,0.9,0.1,0.05,190,200,60,275,0,14,0,1.0,1.0,0.4,1.3,8,20,1.0,40.0,60.0,25.0,8,YES,6,6,6,1,6,7.90229201,1.31817585,0.06,1.0,1.1,0.28,3,391.09655172,2.38,54,STATE_CLOSED_PROFIT,STATE_CLOSED_PROFIT,309003.2832591,444
