RunID,Category,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,MaxHarvestLevels,MaxReverseCycles,MaxSpreadPoints,MaxMarginPercent,MaxDrawdownPercent,RecoveryPL_Mean,RecoveryPL_Min,RecoveryPL_Max,MaxDD_Mean,MaxDD_Max,MaxMarginUsed,StopMaxLevelsCount,ClosedProfitCount,ClosedRecoveryLossCount,CompressionRatio,NewBigToOldFarRatio,Score,Verdict
19404,CANDIDATE,0.5,1.05,0.3,0.45,0.55,0.4,0.6,0.07,70,70,100,150,6,7,30,70,20,-33.33,-74.86,5.72,43.52,70.92,1180.0,5,1,6,1.0,1.0,-6286.275,REJECTED_STOP_MAX_LEVELS
4862,CANDIDATE,0.5,1.05,0.35,0.5,0.5,0.15,0.85,0.1,200,70,25,100,9,7,30,50,15,-38.78,-59.47,28.49,42.73,60.02,1210.0,5,1,6,1.0,1.0,-6286.63,REJECTED_STOP_MAX_LEVELS
22092,CANDIDATE,0.1,1.25,0.2,0.4,0.6,0.2,0.8,0.07,150,150,25,150,7,7,80,50,15,-32.06,-52.5,5.11,31.05,50.03,250.0,6,1,6,1.0,1.0,-6286.925,REJECTED_STOP_MAX_LEVELS
24741,CANDIDATE,0.1,1.1,0.3,0.3,0.7,0.1,0.9,0.07,150,100,50,100,7,10,80,60,20,-31.66,-53.28,7.45,32.4,51.36,250.0,6,1,6,0.8333,1.0,-6286.95,REJECTED_STOP_MAX_LEVELS
5886,CANDIDATE,0.1,1.2,0.25,0.35,0.65,0.15,0.85,0.03,150,150,50,150,5,10,80,60,25,-31.69,-56.61,0.12,27.05,49.2,250.0,6,1,6,0.875,1.0,-6287.25,REJECTED_STOP_MAX_LEVELS
2941,CANDIDATE,0.1,1.25,0.15,0.5,0.5,0.1,0.9,0.0,70,100,25,100,10,10,80,70,25,-36.42,-47.84,0.47,35.2,45.92,240.0,6,1,6,1.0,1.0,-6287.735,REJECTED_STOP_MAX_LEVELS
16181,CANDIDATE,0.1,1.15,0.2,0.35,0.65,0.25,0.75,0.0,200,100,25,150,10,10,80,60,20,-36.4,-50.01,4.08,35.88,47.54,240.0,6,1,6,1.0,1.0,-6288.185,REJECTED_STOP_MAX_LEVELS
10567,CANDIDATE,0.1,1.25,0.2,0.5,0.5,0.25,0.75,0.05,200,70,25,100,5,3,80,50,15,-37.72,-42.68,-30.1,32.7,38.56,250.0,5,0,7,0.75,1.0,-6288.755,REJECTED_STOP_MAX_LEVELS
24299,CANDIDATE,0.1,1.1,0.2,0.3,0.7,0.25,0.75,0.05,70,200,25,250,6,10,80,50,30,-34.52,-58.27,3.3,28.24,51.13,240.0,6,1,6,0.8571,1.0,-6289.185,REJECTED_STOP_MAX_LEVELS
21754,CANDIDATE,0.1,1.1,0.25,0.3,0.7,0.2,0.8,0.1,100,150,25,150,8,10,80,60,25,-34.42,-54.94,4.48,32.72,52.47,240.0,6,1,6,1.0,1.0,-6290.33,REJECTED_STOP_MAX_LEVELS
17585,CANDIDATE,0.1,1.12,0.15,0.3,0.7,0.25,0.75,0.05,150,200,25,250,6,10,80,50,25,-34.48,-62.13,0.7,29.3,54.99,230.0,6,1,6,0.8571,1.0,-6290.52,REJECTED_STOP_MAX_LEVELS
17442,CANDIDATE,1.0,1.18,0.25,0.45,0.55,0.15,0.85,0.03,100,100,75,150,8,7,40,60,20,-63.3,-246.8,59.45,132.08,246.8,2480.0,4,2,5,0.6667,0.8333,-6291.685,REJECTED_STOP_MAX_LEVELS
14909,CANDIDATE,0.1,1.15,0.2,0.3,0.7,0.4,0.6,0.07,200,100,50,150,7,7,80,50,25,-33.53,-56.6,2.38,32.43,54.13,240.0,6,1,6,0.8571,1.0,-6291.765,REJECTED_STOP_MAX_LEVELS
11070,CANDIDATE,0.5,1.15,0.25,0.35,0.65,0.4,0.6,0.0,200,150,100,250,9,7,80,70,30,-115.6,-274.16,20.88,134.04,274.16,1220.0,4,1,6,1.0,1.0,-6292.48,REJECTED_STOP_MAX_LEVELS
21269,CANDIDATE,0.1,1.2,0.35,0.4,0.6,0.2,0.8,0.05,150,100,75,100,8,10,80,70,20,-31.02,-49.44,2.39,31.63,47.52,270.0,6,1,6,1.0,1.0,-6292.61,REJECTED_STOP_MAX_LEVELS
20206,CANDIDATE,0.1,1.25,0.3,0.45,0.55,0.4,0.6,0.05,70,70,50,300,9,10,80,70,30,-36.38,-45.7,1.15,35.39,41.43,260.0,6,1,6,1.0,1.0,-6292.695,REJECTED_STOP_MAX_LEVELS
15484,CANDIDATE,1.0,1.18,0.3,0.45,0.55,0.3,0.7,0.05,100,150,75,200,9,7,40,70,30,-60.39,-230.69,44.56,118.59,230.69,2540.0,4,2,5,1.0,1.0,-6292.86,REJECTED_STOP_MAX_LEVELS
5636,CANDIDATE,0.1,1.18,0.2,0.4,0.6,0.2,0.8,0.07,100,70,50,300,10,10,80,50,30,-35.97,-51.65,12.48,36.36,50.87,250.0,6,1,6,1.0,1.0,-6293.345,REJECTED_STOP_MAX_LEVELS
9623,CANDIDATE,0.1,1.25,0.15,0.45,0.55,0.4,0.6,0.03,70,100,25,200,8,10,80,50,25,-38.58,-51.08,2.66,36.82,48.02,240.0,6,1,6,1.0,1.0,-6293.81,REJECTED_STOP_MAX_LEVELS
12485,CANDIDATE,0.1,1.15,0.25,0.3,0.7,0.1,0.9,0.0,200,70,50,100,9,10,80,70,20,-35.58,-56.57,6.24,36.37,54.65,240.0,6,1,6,1.0,1.0,-6294.995,REJECTED_STOP_MAX_LEVELS
17635,CANDIDATE,0.1,1.2,0.25,0.35,0.65,0.2,0.8,0.0,150,70,100,300,5,10,80,60,25,-37.9,-61.56,3.32,30.87,49.2,250.0,6,1,6,0.875,1.0,-6298.58,REJECTED_STOP_MAX_LEVELS
18603,CANDIDATE,1.0,1.18,0.15,0.5,0.5,0.2,0.8,0.05,100,150,50,150,10,7,40,60,30,-86.93,-261.87,26.21,145.1,261.87,2360.0,4,2,5,1.0,1.0,-6301.405,REJECTED_STOP_MAX_LEVELS
12063,CANDIDATE,1.0,1.18,0.25,0.35,0.65,0.1,0.9,0.07,100,200,50,150,6,3,80,50,15,-198.66,-419.99,5.13,238.54,419.99,2480.0,2,1,6,0.7797,0.9153,-6301.92,REJECTED_STOP_MAX_LEVELS
2428,CANDIDATE,0.5,1.18,0.15,0.35,0.65,0.2,0.8,0.07,200,150,50,300,10,10,60,60,25,-104.65,-314.32,41.53,138.44,298.64,1180.0,5,2,5,0.8333,1.0,-6303.65,REJECTED_STOP_MAX_LEVELS
21286,CANDIDATE,0.1,1.25,0.35,0.4,0.6,0.15,0.85,0.05,70,70,50,200,5,3,80,60,25,-40.45,-48.85,-31.08,30.91,36.37,270.0,5,0,7,0.8,1.0,-6303.8,REJECTED_STOP_MAX_LEVELS
18728,CANDIDATE,1.0,1.1,0.2,0.35,0.65,0.4,0.6,0.0,70,100,75,150,6,5,40,70,30,-98.0,-265.61,27.51,135.88,265.61,2320.0,3,1,6,0.8333,1.0,-6303.81,REJECTED_STOP_MAX_LEVELS
13744,CANDIDATE,1.0,1.15,0.15,0.3,0.7,0.4,0.6,0.03,200,100,100,150,7,7,60,50,15,-159.21,-533.33,34.52,213.93,483.39,2330.0,2,1,6,1.0,1.0,-6304.46,REJECTED_STOP_MAX_LEVELS
19191,CANDIDATE,1.0,1.12,0.25,0.4,0.6,0.4,0.6,0.1,70,100,100,200,6,5,40,70,15,-94.76,-246.41,15.06,133.87,246.41,2400.0,3,1,6,0.7143,0.8571,-6304.59,REJECTED_STOP_MAX_LEVELS
18821,CANDIDATE,1.0,1.2,0.25,0.5,0.5,0.3,0.7,0.1,100,70,100,200,8,5,40,50,20,-79.95,-239.63,144.39,144.97,239.63,2500.0,3,1,6,1.0,1.0,-6305.385,REJECTED_STOP_MAX_LEVELS
8850,CANDIDATE,0.1,1.2,0.15,0.35,0.65,0.1,0.9,0.03,150,70,75,250,5,7,80,50,15,-39.66,-67.63,8.39,33.73,56.92,240.0,6,1,6,0.875,1.0,-6305.405,REJECTED_STOP_MAX_LEVELS
15260,CANDIDATE,0.5,1.12,0.35,0.45,0.55,0.1,0.9,0.1,200,100,25,150,9,7,30,50,25,-29.8,-67.95,27.46,39.72,68.55,1260.0,5,1,6,1.0,1.0,-6307.01,REJECTED_STOP_MAX_LEVELS
1251,CANDIDATE,0.5,1.1,0.25,0.45,0.55,0.4,0.6,0.07,70,100,50,100,7,10,30,60,20,-34.39,-83.01,15.94,44.79,81.59,1190.0,5,1,6,1.0,1.0,-6307.43,REJECTED_STOP_MAX_LEVELS
12530,CANDIDATE,1.0,1.12,0.25,0.35,0.65,0.3,0.7,0.1,70,150,75,300,6,3,80,50,30,-245.69,-419.36,98.29,261.84,419.36,2400.0,2,1,6,0.7436,0.8281,-6308.295,REJECTED_STOP_MAX_LEVELS
9704,CANDIDATE,1.0,1.25,0.35,0.45,0.55,0.2,0.8,0.0,100,150,50,200,8,7,40,70,15,-48.94,-216.73,104.25,107.77,216.73,2690.0,4,2,5,0.75,1.0,-6309.96,REJECTED_STOP_MAX_LEVELS
13828,CANDIDATE,0.5,1.2,0.3,0.35,0.65,0.25,0.75,0.07,100,200,100,100,9,7,80,70,20,-86.89,-287.51,33.16,121.88,287.51,1280.0,2,1,6,1.0,1.3333,-6311.85,REJECTED_COMPRESSION
22642,CANDIDATE,0.5,1.25,0.25,0.4,0.6,0.25,0.75,0.07,150,70,25,100,6,3,80,70,20,-204.37,-242.97,-139.93,187.46,209.97,1280.0,3,0,7,0.7647,0.9524,-6312.975,REJECTED_STOP_MAX_LEVELS
14238,CANDIDATE,1.0,1.15,0.25,0.5,0.5,0.3,0.7,0.07,150,150,75,250,9,7,40,60,20,-92.83,-244.35,32.34,141.69,244.35,2440.0,4,2,5,1.0,1.0,-6313.195,REJECTED_STOP_MAX_LEVELS
1908,CANDIDATE,0.5,1.12,0.35,0.45,0.55,0.2,0.8,0.03,200,100,25,150,9,7,30,70,25,-32.36,-67.95,22.88,40.61,68.55,1260.0,5,1,6,1.0,1.0,-6313.895,REJECTED_STOP_MAX_LEVELS
9568,CANDIDATE,0.5,1.05,0.2,0.4,0.6,0.4,0.6,0.03,200,70,50,150,7,5,30,60,15,-45.59,-93.28,23.1,54.58,93.28,1130.0,5,1,6,0.6667,0.7,-6314.835,REJECTED_STOP_MAX_LEVELS
13592,CANDIDATE,0.1,1.25,0.35,0.4,0.6,0.3,0.7,0.03,100,70,25,300,5,3,30,50,25,-10.67,-19.6,1.32,2.37,3.19,270.0,5,0,7,0.8,1.0,-6317.53,REJECTED_STOP_MAX_LEVELS
8494,CANDIDATE,0.5,1.12,0.2,0.45,0.55,0.25,0.75,0.0,100,70,50,100,6,5,30,60,25,-37.96,-86.68,9.73,49.95,86.68,1180.0,5,1,6,0.6667,0.7273,-6319.685,REJECTED_STOP_MAX_LEVELS
19504,CANDIDATE,0.5,1.2,0.25,0.4,0.6,0.4,0.6,0.07,150,70,75,150,10,7,80,70,30,-149.23,-260.03,22.82,159.73,260.03,1250.0,4,1,6,1.0,1.0,-6320.845,REJECTED_STOP_MAX_LEVELS
9528,CANDIDATE,0.5,1.05,0.25,0.5,0.5,0.4,0.6,0.0,200,100,75,150,8,7,40,60,15,-46.77,-92.14,45.33,59.74,93.33,1150.0,5,1,6,1.0,1.0,-6321.33,REJECTED_STOP_MAX_LEVELS
18228,CANDIDATE,1.0,1.05,0.25,0.45,0.55,0.1,0.9,0.1,100,70,25,200,8,3,80,60,20,-342.29,-387.68,-243.32,326.26,387.68,2320.0,1,0,7,0.6,0.65,-6321.795,REJECTED_STOP_MAX_LEVELS
1990,CANDIDATE,0.5,1.05,0.25,0.5,0.5,0.2,0.8,0.03,100,100,100,250,7,5,40,70,20,-40.16,-104.21,77.16,68.88,105.43,1150.0,5,1,6,1.0,1.0,-6323.525,REJECTED_STOP_MAX_LEVELS
11202,CANDIDATE,1.0,1.25,0.15,0.45,0.55,0.2,0.8,0.1,100,150,100,100,7,5,80,60,20,-150.81,-474.07,122.05,242.84,474.07,2440.0,2,1,6,0.7,0.9,-6324.495,REJECTED_STOP_MAX_LEVELS
19472,CANDIDATE,0.5,1.1,0.35,0.45,0.55,0.15,0.85,0.07,150,150,75,300,6,5,40,70,25,-30.64,-82.98,36.57,48.45,82.98,1250.0,5,1,6,0.6667,0.7778,-6325.495,REJECTED_STOP_MAX_LEVELS
23687,CANDIDATE,1.0,1.05,0.15,0.35,0.65,0.3,0.7,0.03,100,100,100,300,6,3,80,60,30,-282.51,-453.52,2.02,298.36,453.52,2210.0,2,1,6,0.7059,0.7647,-6325.595,REJECTED_STOP_MAX_LEVELS
20095,CANDIDATE,0.05,1.12,0.35,0.3,0.7,0.4,0.6,0.05,100,100,25,250,5,3,30,50,15,-3.11,-7.3,2.25,0.28,0.59,140.0,5,0,7,0.8,0.8,-6327.115,REJECTED_STOP_MAX_LEVELS
5476,CANDIDATE,1.0,1.15,0.3,0.45,0.55,0.3,0.7,0.1,150,100,25,200,9,5,40,60,30,-127.9,-213.25,48.89,137.47,213.25,2500.0,3,1,6,0.6667,0.8333,-6329.205,REJECTED_STOP_MAX_LEVELS
23739,CANDIDATE,0.5,1.18,0.35,0.5,0.5,0.25,0.75,0.07,100,100,50,200,6,5,30,60,20,-31.86,-65.07,15.86,39.47,65.07,1300.0,5,1,6,0.6667,0.8,-6329.845,REJECTED_STOP_MAX_LEVELS
19796,CANDIDATE,1.0,1.2,0.2,0.5,0.5,0.3,0.7,0.0,100,100,75,150,9,5,80,70,25,-245.42,-420.61,108.15,277.23,420.61,2440.0,2,1,6,1.0,1.0,-6329.895,REJECTED_STOP_MAX_LEVELS
21495,CANDIDATE,0.5,1.1,0.25,0.3,0.7,0.4,0.6,0.05,70,100,100,300,10,10,80,70,20,-131.2,-308.54,21.2,150.69,292.06,1190.0,4,1,6,1.0,1.0,-6330.52,REJECTED_STOP_MAX_LEVELS
16761,CANDIDATE,1.0,1.1,0.35,0.5,0.5,0.25,0.75,0.0,100,100,25,100,9,3,80,60,20,-306.7,-369.01,-152.28,304.56,369.01,2490.0,1,0,7,0.5636,0.625,-6331.28,REJECTED_STOP_MAX_LEVELS
4979,CANDIDATE,1.0,1.1,0.15,0.4,0.6,0.2,0.8,0.03,100,70,100,200,8,7,40,70,15,-84.16,-305.95,62.1,165.87,305.95,2270.0,4,2,5,0.8,0.8,-6331.635,REJECTED_STOP_MAX_LEVELS
19349,CANDIDATE,0.5,1.15,0.3,0.45,0.55,0.1,0.9,0.07,200,70,75,250,6,5,30,70,20,-33.08,-82.67,28.34,46.48,82.67,1250.0,5,1,6,0.6667,0.7778,-6332.53,REJECTED_STOP_MAX_LEVELS
22827,CANDIDATE,0.5,1.05,0.35,0.4,0.6,0.3,0.7,0.0,70,200,25,100,7,5,40,50,30,-35.12,-91.78,23.65,47.25,91.78,1210.0,5,1,6,0.6667,0.7,-6334.035,REJECTED_STOP_MAX_LEVELS
16834,CANDIDATE,0.5,1.18,0.25,0.35,0.65,0.3,0.7,0.05,200,70,75,150,9,7,80,60,15,-138.85,-277.24,42.99,161.23,277.24,1240.0,2,1,6,1.0,1.3333,-6334.13,REJECTED_COMPRESSION
14637,CANDIDATE,1.0,1.05,0.15,0.3,0.7,0.3,0.7,0.1,200,100,50,150,9,7,40,70,30,-103.15,-305.78,10.98,146.91,305.78,2210.0,4,2,5,0.7647,0.8235,-6334.245,REJECTED_STOP_MAX_LEVELS
21485,CANDIDATE,0.5,1.1,0.3,0.5,0.5,0.3,0.7,0.05,150,100,50,250,9,7,30,50,20,-41.52,-76.5,2.32,49.39,79.35,1220.0,5,1,6,1.0,1.0,-6335.595,REJECTED_STOP_MAX_LEVELS
6578,CANDIDATE,0.5,1.1,0.2,0.45,0.55,0.25,0.75,0.03,150,70,100,100,7,10,40,50,20,-36.38,-108.99,36.39,61.33,107.47,1160.0,5,1,6,1.0,1.0,-6335.745,REJECTED_STOP_MAX_LEVELS
23088,CANDIDATE,0.5,1.05,0.35,0.4,0.6,0.3,0.7,0.05,70,70,100,100,8,10,40,50,20,-36.49,-96.12,40.68,55.58,94.6,1210.0,5,1,6,1.0,1.0,-6336.235,REJECTED_STOP_MAX_LEVELS
21160,CANDIDATE,0.5,1.1,0.35,0.45,0.55,0.15,0.85,0.05,150,70,25,100,9,7,30,60,20,-42.71,-69.7,4.39,44.56,69.89,1250.0,5,1,6,1.0,1.0,-6336.6,REJECTED_STOP_MAX_LEVELS
522,CANDIDATE,1.0,1.1,0.2,0.4,0.6,0.3,0.7,0.05,200,200,50,250,6,5,40,50,20,-99.45,-287.47,92.55,151.01,287.47,2320.0,4,2,5,0.6842,0.75,-6337.65,REJECTED_STOP_MAX_LEVELS
10985,CANDIDATE,1.0,1.2,0.25,0.4,0.6,0.25,0.75,0.0,70,150,25,300,7,5,30,60,30,-97.23,-240.4,62.85,121.92,240.4,2500.0,4,2,5,0.7391,0.8947,-6339.0,REJECTED_STOP_MAX_LEVELS
13771,CANDIDATE,1.0,1.18,0.2,0.5,0.5,0.4,0.6,0.03,150,70,100,300,9,7,30,70,25,-99.28,-263.86,134.1,156.97,263.86,2420.0,3,1,6,0.75,1.0,-6339.645,REJECTED_STOP_MAX_LEVELS
3928,CANDIDATE,0.5,1.15,0.2,0.3,0.7,0.4,0.6,0.05,100,70,75,150,7,7,80,60,25,-144.93,-318.04,28.69,158.15,290.87,1190.0,4,1,6,1.0,1.0,-6343.835,REJECTED_STOP_MAX_LEVELS
12091,CANDIDATE,0.5,1.1,0.35,0.3,0.7,0.25,0.75,0.1,200,100,25,150,6,5,30,70,25,-43.82,-75.97,18.36,36.59,75.97,1250.0,5,1,6,0.7895,0.8611,-6343.95,REJECTED_STOP_MAX_LEVELS
12014,CANDIDATE,1.0,1.05,0.15,0.45,0.55,0.3,0.7,0.1,70,100,100,300,10,7,40,60,25,-114.57,-312.3,171.12,189.8,312.3,2210.0,4,2,5,1.0,1.0,-6344.845,REJECTED_STOP_MAX_LEVELS
11763,CANDIDATE,0.5,1.05,0.3,0.3,0.7,0.4,0.6,0.07,150,100,25,200,6,5,30,70,15,-56.93,-87.36,3.99,43.92,82.19,1180.0,5,1,6,0.7692,0.8125,-6344.955,REJECTED_STOP_MAX_LEVELS
15334,CANDIDATE,1.0,1.15,0.3,0.45,0.55,0.4,0.6,0.07,150,100,75,100,7,10,80,70,15,-254.92,-413.07,19.89,269.03,405.39,2500.0,2,1,6,0.75,0.8333,-6346.04,REJECTED_STOP_MAX_LEVELS
9083,CANDIDATE,0.5,1.18,0.25,0.5,0.5,0.25,0.75,0.0,150,70,50,150,7,5,30,60,15,-37.91,-88.96,30.61,53.43,88.96,1240.0,5,1,6,0.75,1.0,-6346.8,REJECTED_STOP_MAX_LEVELS
21231,CANDIDATE,0.5,1.18,0.3,0.5,0.5,0.15,0.85,0.05,70,100,25,200,8,7,30,50,20,-39.74,-77.95,33.59,48.82,78.96,1270.0,5,1,6,1.0,1.0,-6347.055,REJECTED_STOP_MAX_LEVELS
15,CANDIDATE,0.5,1.12,0.25,0.45,0.55,0.3,0.7,0.03,70,70,25,100,6,5,30,60,20,-52.12,-82.0,1.3,50.53,82.0,1200.0,5,1,6,0.6667,0.7778,-6347.54,REJECTED_STOP_MAX_LEVELS
16375,CANDIDATE,1.0,1.18,0.15,0.4,0.6,0.3,0.7,0.05,70,150,25,100,9,7,40,50,25,-89.32,-285.15,23.06,128.56,285.15,2360.0,4,2,5,1.0,1.0,-6349.41,REJECTED_STOP_MAX_LEVELS
22440,CANDIDATE,0.5,1.05,0.15,0.5,0.5,0.1,0.9,0.07,70,100,25,150,8,7,40,60,30,-65.55,-101.98,19.23,72.36,103.17,1100.0,5,1,6,1.0,1.0,-6349.64,REJECTED_STOP_MAX_LEVELS
3544,CANDIDATE,0.5,1.12,0.3,0.35,0.65,0.15,0.85,0.05,200,70,50,250,6,5,30,70,25,-47.42,-87.35,39.89,46.06,86.4,1230.0,5,1,6,0.75,0.8421,-6351.93,REJECTED_STOP_MAX_LEVELS
16070,CANDIDATE,0.5,1.12,0.25,0.5,0.5,0.3,0.7,0.03,200,70,75,250,6,5,30,70,20,-48.89,-93.1,34.4,59.98,93.1,1200.0,5,1,6,0.6,0.6667,-6352.22,REJECTED_STOP_MAX_LEVELS
11887,CANDIDATE,0.5,1.1,0.35,0.5,0.5,0.3,0.7,0.05,70,70,100,250,9,7,40,50,30,-42.68,-76.44,0.42,55.04,78.88,1250.0,5,1,6,1.0,1.0,-6352.355,REJECTED_STOP_MAX_LEVELS
23108,CANDIDATE,0.5,1.05,0.3,0.4,0.6,0.2,0.8,0.05,100,100,50,150,7,5,40,70,15,-48.46,-96.96,10.53,56.45,96.96,1180.0,5,1,6,0.6667,0.7059,-6354.36,REJECTED_STOP_MAX_LEVELS
16263,CANDIDATE,1.0,1.18,0.2,0.45,0.55,0.15,0.85,0.03,70,100,50,200,6,3,80,50,15,-286.54,-414.54,120.81,298.08,414.54,2420.0,2,1,6,0.6667,0.8095,-6354.5,REJECTED_STOP_MAX_LEVELS
20065,CANDIDATE,0.5,1.12,0.35,0.3,0.7,0.25,0.75,0.07,100,100,25,150,6,5,30,70,15,-44.93,-78.71,18.27,36.9,78.71,1260.0,5,1,6,0.8125,0.9375,-6355.4,REJECTED_STOP_MAX_LEVELS
20624,CANDIDATE,0.5,1.12,0.25,0.5,0.5,0.4,0.6,0.07,70,150,75,150,7,7,40,60,30,-41.26,-104.27,35.94,58.98,102.6,1200.0,5,1,6,1.0,1.0,-6355.495,REJECTED_STOP_MAX_LEVELS
3448,CANDIDATE,1.0,1.12,0.15,0.35,0.65,0.4,0.6,0.07,200,150,50,150,7,7,40,50,20,-92.76,-328.15,76.95,141.2,307.45,2290.0,4,2,5,1.0,1.0,-6356.175,REJECTED_STOP_MAX_LEVELS
8043,CANDIDATE,0.5,1.1,0.3,0.35,0.65,0.1,0.9,0.05,150,100,25,250,8,7,30,50,30,-45.18,-89.36,8.83,44.55,89.36,1220.0,5,1,6,0.8,0.875,-6356.455,REJECTED_STOP_MAX_LEVELS
19990,CANDIDATE,1.0,1.25,0.35,0.45,0.55,0.15,0.85,0.07,200,70,100,100,8,7,40,50,15,-46.9,-236.25,55.88,126.71,236.25,2690.0,4,2,5,0.75,1.0,-6356.505,REJECTED_STOP_MAX_LEVELS
24521,CANDIDATE,1.0,1.25,0.15,0.5,0.5,0.25,0.75,0.03,150,200,75,150,8,7,80,70,15,-172.47,-477.78,125.87,250.87,477.78,2440.0,2,1,6,1.0,1.0,-6356.64,REJECTED_STOP_MAX_LEVELS
9051,CANDIDATE,1.0,1.15,0.25,0.5,0.5,0.15,0.85,0.03,100,70,25,100,9,3,80,60,30,-318.13,-389.58,-88.47,325.42,389.58,2440.0,1,0,7,0.6111,0.7222,-6358.12,REJECTED_STOP_MAX_LEVELS
20162,CANDIDATE,0.5,1.05,0.35,0.45,0.55,0.15,0.85,0.07,100,100,25,150,8,7,40,60,20,-57.51,-83.28,13.56,58.0,83.68,1210.0,5,1,6,1.0,1.0,-6360.97,REJECTED_STOP_MAX_LEVELS
5042,CANDIDATE,1.0,1.2,0.35,0.45,0.55,0.15,0.85,0.07,200,150,100,100,9,5,80,70,25,-189.68,-422.76,90.52,247.87,422.76,2620.0,2,1,6,0.75,1.0,-6361.255,REJECTED_STOP_MAX_LEVELS
9587,CANDIDATE,1.0,1.15,0.3,0.35,0.65,0.2,0.8,0.1,70,150,25,250,9,7,40,50,20,-87.7,-260.17,89.62,121.27,260.17,2500.0,4,2,5,0.7778,0.8889,-6362.065,REJECTED_STOP_MAX_LEVELS
9276,CANDIDATE,1.0,1.05,0.3,0.4,0.6,0.2,0.8,0.03,200,150,100,100,9,5,60,50,25,-101.47,-282.84,58.46,156.95,282.84,2370.0,3,1,6,1.0,1.0,-6362.49,REJECTED_STOP_MAX_LEVELS
16605,CANDIDATE,0.5,1.1,0.35,0.35,0.65,0.1,0.9,0.03,100,100,50,250,8,7,40,70,15,-38.27,-95.06,20.97,47.73,95.06,1250.0,5,1,6,0.8,0.875,-6366.26,REJECTED_STOP_MAX_LEVELS
12420,CANDIDATE,0.5,1.05,0.15,0.45,0.55,0.4,0.6,0.1,200,100,50,250,8,7,30,50,30,-62.24,-115.8,29.94,73.75,117.22,1100.0,5,1,6,1.0,1.0,-6366.8,REJECTED_STOP_MAX_LEVELS
12608,CANDIDATE,1.0,1.25,0.35,0.4,0.6,0.3,0.7,0.07,100,70,75,100,10,7,60,60,30,-194.25,-402.92,32.19,229.22,402.92,2690.0,2,1,6,1.0,1.0,-6366.885,REJECTED_STOP_MAX_LEVELS
16974,CANDIDATE,0.5,1.15,0.3,0.4,0.6,0.25,0.75,0.03,150,70,25,100,8,7,30,50,15,-46.22,-88.0,18.49,48.64,88.0,1250.0,5,1,6,0.8,1.0,-6368.075,REJECTED_STOP_MAX_LEVELS
6292,CANDIDATE,1.0,1.1,0.15,0.3,0.7,0.1,0.9,0.1,70,200,100,200,7,7,80,70,30,-99.19,-625.83,151.5,265.28,577.51,2270.0,4,3,4,0.7857,0.8636,-6368.64,REJECTED_STOP_MAX_LEVELS
5758,CANDIDATE,0.5,1.18,0.3,0.45,0.55,0.1,0.9,0.07,150,70,25,200,7,5,30,50,25,-50.82,-80.73,29.34,50.14,80.73,1270.0,5,1,6,0.6667,0.8333,-6371.135,REJECTED_STOP_MAX_LEVELS
9329,CANDIDATE,0.5,1.12,0.3,0.35,0.65,0.25,0.75,0.07,100,100,75,150,6,5,40,70,25,-33.92,-113.4,55.23,57.83,113.4,1230.0,5,1,6,0.7619,0.875,-6371.805,REJECTED_STOP_MAX_LEVELS
3368,CANDIDATE,0.5,1.1,0.35,0.3,0.7,0.4,0.6,0.03,70,70,100,200,6,5,40,50,25,-36.45,-99.31,16.71,51.15,99.31,1250.0,5,1,6,0.8571,1.0,-6372.275,REJECTED_STOP_MAX_LEVELS
17599,CANDIDATE,1.0,1.12,0.2,0.3,0.7,0.2,0.8,0.1,100,100,100,300,10,10,60,60,30,-102.95,-586.6,91.26,243.27,551.32,2350.0,4,3,4,0.8333,1.0,-6372.465,REJECTED_STOP_MAX_LEVELS
23196,CANDIDATE,0.5,1.15,0.3,0.45,0.55,0.3,0.7,0.1,100,150,50,100,7,5,40,50,20,-35.97,-102.85,29.34,54.22,102.85,1250.0,5,1,6,1.0,1.0,-6373.72,REJECTED_STOP_MAX_LEVELS
5902,CANDIDATE,1.0,1.05,0.3,0.45,0.55,0.3,0.7,0.1,100,200,100,300,9,7,60,60,30,-104.45,-291.14,137.88,170.94,291.14,2370.0,4,2,5,1.0,1.0,-6373.74,REJECTED_STOP_MAX_LEVELS
2828,CANDIDATE,0.5,1.1,0.15,0.5,0.5,0.4,0.6,0.05,70,100,100,250,5,7,30,60,20,-55.83,-124.83,28.86,73.61,115.62,1140.0,5,1,6,0.625,0.75,-6374.335,REJECTED_STOP_MAX_LEVELS
20861,CANDIDATE,1.0,1.2,0.3,0.35,0.65,0.4,0.6,0.05,150,100,100,200,6,3,80,50,15,-240.9,-414.07,55.48,272.19,414.07,2560.0,2,1,6,0.875,1.0,-6374.94,REJECTED_STOP_MAX_LEVELS
7543,CANDIDATE,0.5,1.15,0.35,0.45,0.55,0.4,0.6,0.05,150,70,100,250,7,5,40,70,30,-44.33,-85.6,2.16,54.82,85.6,1270.0,5,1,6,0.75,0.75,-6375.73,REJECTED_STOP_MAX_LEVELS
