RunID,Category,StartLot,BigRatio,SmallRatio,CloseBigOnSmall,RemainBigOnSmall,CloseFarShare,ReserveShare,SmallReserveShare,InitialTriggerPoints,BigMoveStartPoints,BigMoveStepPoints,FarDistancePoints,MaxHarvestLevels,MaxReverseCycles,MaxSpreadPoints,MaxMarginPercent,MaxDrawdownPercent,RecoveryPL_Mean,RecoveryPL_Min,RecoveryPL_Max,MaxDD_Mean,MaxDD_Max,MaxMarginUsed,StopMaxLevelsCount,ClosedProfitCount,ClosedRecoveryLossCount,CompressionRatio,NewBigToOldFarRatio,Score,Verdict
15171,CANDIDATE,0.05,1.25,0.35,0.4,0.6,0.4,0.6,0.05,200,100,50,300,8,10,30,60,15,1.4,-0.02,3.77,0.95,1.83,140.0,1,6,1,1.0,1.0,47965.915,REJECTED_STOP_MAX_LEVELS
4168,CANDIDATE,0.05,1.18,0.3,0.35,0.65,0.1,0.9,0.0,70,200,100,250,10,5,30,60,30,3.14,-0.06,10.76,2.51,3.41,130.0,0,3,1,1.0,1.3333,32227.38,REJECTED_COMPRESSION
6356,CANDIDATE,0.05,1.18,0.35,0.4,0.6,0.25,0.75,0.05,200,150,100,300,8,3,30,60,20,2.23,-0.2,6.42,0.57,1.13,140.0,0,6,1,0.8,1.0,7433.645,REJECTED_RECOVERY_LOSS
12152,CANDIDATE,0.05,1.1,0.3,0.35,0.65,0.25,0.75,0.0,200,200,50,300,10,5,30,50,30,2.0,-0.21,4.16,2.1,3.88,130.0,0,5,2,1.0,1.0,5736.02,REJECTED_RECOVERY_LOSS
24472,CANDIDATE,0.05,1.05,0.3,0.5,0.5,0.25,0.75,0.07,100,200,100,300,10,5,30,70,15,1.56,-0.2,2.54,3.5,5.44,120.0,0,4,3,1.0,1.0,3989.98,REJECTED_RECOVERY_LOSS
11854,CANDIDATE,0.1,1.15,0.35,0.3,0.7,0.15,0.85,0.0,150,70,75,300,10,7,30,50,30,6.53,-1.09,12.59,2.87,3.86,250.0,0,6,1,1.0,1.0,3751.035,REJECTED_RECOVERY_LOSS
2188,CANDIDATE,0.05,1.2,0.35,0.4,0.6,0.1,0.9,0.03,150,70,75,250,6,5,30,70,15,1.1,-0.16,2.45,1.23,1.95,140.0,1,5,2,1.0,1.0,3355.33,REJECTED_STOP_MAX_LEVELS
9364,CANDIDATE,0.05,1.15,0.35,0.45,0.55,0.1,0.9,0.07,100,70,75,250,10,5,30,60,20,1.06,-0.16,3.01,1.18,1.8,140.0,1,5,2,1.0,1.0,3181.825,REJECTED_STOP_MAX_LEVELS
2068,CANDIDATE,0.05,1.18,0.35,0.45,0.55,0.1,0.9,0.03,70,150,50,250,8,3,30,50,30,1.14,-0.12,6.5,1.05,1.68,140.0,0,4,3,1.0,1.0,2777.625,REJECTED_RECOVERY_LOSS
17120,CANDIDATE,0.05,1.1,0.35,0.5,0.5,0.2,0.8,0.1,70,150,100,300,8,7,30,70,15,1.04,-0.2,5.78,0.41,0.73,140.0,1,6,1,1.0,1.0,2745.91,REJECTED_STOP_MAX_LEVELS
11127,CANDIDATE,0.05,1.18,0.35,0.4,0.6,0.4,0.6,0.1,200,100,100,300,8,3,30,50,30,1.13,-0.2,2.98,0.71,1.13,140.0,0,4,3,1.0,1.0,2528.805,REJECTED_RECOVERY_LOSS
2633,CANDIDATE,0.1,1.1,0.35,0.3,0.7,0.25,0.75,0.05,70,100,100,300,10,7,30,60,15,3.85,0.06,9.25,2.81,3.86,250.0,0,6,1,1.0,1.0,2118.035,REJECTED_RECOVERY_LOSS
18268,BALANCED,0.05,1.15,0.35,0.35,0.65,0.25,0.75,0.05,70,200,75,300,8,7,30,50,15,2.8,0.73,7.77,0.54,0.94,140.0,0,7,0,1.0,1.0,2036.63,ACCEPT
6164,CANDIDATE,0.05,1.15,0.35,0.4,0.6,0.25,0.75,0.0,100,150,100,250,10,5,30,70,30,3.3,0.86,8.67,0.73,1.21,140.0,0,6,1,1.0,1.0,1874.065,REJECTED_RECOVERY_LOSS
14396,CANDIDATE,0.1,1.25,0.35,0.4,0.6,0.2,0.8,0.1,100,100,50,300,10,7,30,70,15,3.43,0.51,6.85,2.17,3.15,270.0,0,6,1,1.0,1.0,1820.64,REJECTED_RECOVERY_LOSS
7143,CANDIDATE,0.05,1.18,0.35,0.5,0.5,0.4,0.6,0.07,200,200,75,250,7,3,30,60,30,1.02,-0.12,2.74,1.05,1.68,140.0,0,3,4,1.0,1.0,1800.0,REJECTED_RECOVERY_LOSS
7406,CANDIDATE,0.05,1.12,0.35,0.35,0.65,0.25,0.75,0.03,150,150,75,250,7,5,30,60,15,2.19,0.07,4.96,0.25,0.59,140.0,0,7,0,1.0,1.0,1649.605,ACCEPT
10667,SAFE,0.05,1.1,0.35,0.3,0.7,0.15,0.85,0.1,200,150,75,300,9,5,30,50,15,2.04,0.3,4.72,0.12,0.45,140.0,0,7,0,1.0,1.0,1584.65,ACCEPT
13564,CANDIDATE,0.05,1.12,0.35,0.35,0.65,0.2,0.8,0.05,150,200,50,250,9,5,30,50,30,2.09,0.07,5.33,0.31,0.6,140.0,0,7,0,1.0,1.0,1568.055,ACCEPT
13471,CANDIDATE,0.05,1.1,0.35,0.35,0.65,0.2,0.8,0.1,200,200,25,300,7,7,30,60,20,2.02,0.3,4.25,0.19,0.47,140.0,0,7,0,1.0,1.0,1559.975,ACCEPT
844,CANDIDATE,0.05,1.12,0.35,0.3,0.7,0.1,0.9,0.05,100,150,100,300,9,3,40,60,15,1.64,-0.61,3.64,0.51,0.87,140.0,0,6,1,0.8,0.8,1500.955,REJECTED_RECOVERY_LOSS
6551,CANDIDATE,0.05,1.12,0.35,0.45,0.55,0.2,0.8,0.05,70,200,100,300,10,7,40,50,30,2.0,0.12,7.08,1.29,1.71,140.0,0,7,0,1.0,1.0,1383.935,ACCEPT
8243,CANDIDATE,0.05,1.15,0.35,0.35,0.65,0.2,0.8,0.07,150,150,75,300,6,7,30,70,15,1.89,0.81,4.35,0.73,1.06,140.0,0,7,0,1.0,1.0,1340.855,ACCEPT
23075,CANDIDATE,0.05,1.1,0.35,0.3,0.7,0.1,0.9,0.1,70,200,25,300,7,3,30,70,25,2.27,1.03,4.25,0.19,0.47,140.0,0,6,1,0.8,0.8,1265.275,REJECTED_RECOVERY_LOSS
18295,CANDIDATE,0.05,1.1,0.35,0.3,0.7,0.3,0.7,0.1,100,150,100,250,7,10,30,50,25,1.75,0.07,4.94,0.3,1.11,140.0,0,7,0,1.0,1.0,1235.49,ACCEPT
20129,CANDIDATE,0.05,1.12,0.35,0.35,0.65,0.25,0.75,0.0,200,100,75,300,10,3,40,50,25,2.19,-0.61,5.28,0.9,1.23,140.0,0,4,3,0.8,0.8,1136.96,REJECTED_RECOVERY_LOSS
6835,CANDIDATE,0.05,1.2,0.35,0.4,0.6,0.1,0.9,0.03,70,100,50,250,10,10,30,50,30,1.64,0.26,6.32,1.11,1.95,140.0,0,7,0,1.0,1.0,1120.9,ACCEPT
16236,LOWLOT_SAFE,0.05,1.1,0.35,0.3,0.7,0.4,0.6,0.1,150,200,75,300,5,5,30,60,30,1.42,0.14,3.91,0.11,0.45,140.0,0,7,0,1.0,1.0,1082.3,ACCEPT
4423,CANDIDATE,0.05,1.25,0.35,0.5,0.5,0.15,0.85,0.1,150,150,50,300,10,7,30,50,20,1.48,0.09,4.25,0.64,1.11,140.0,0,7,0,1.0,1.0,1029.8,ACCEPT
20560,CANDIDATE,0.05,1.1,0.35,0.3,0.7,0.1,0.9,0.05,100,100,50,300,10,7,30,70,20,1.36,0.3,4.07,0.21,0.47,140.0,0,7,0,1.0,1.0,1029.405,ACCEPT
16144,CANDIDATE,0.05,1.15,0.35,0.4,0.6,0.2,0.8,0.05,70,150,25,300,8,7,30,70,30,1.46,0.21,3.1,0.75,1.11,140.0,0,7,0,1.0,1.0,1014.875,ACCEPT
1190,CANDIDATE,0.1,1.12,0.35,0.3,0.7,0.1,0.9,0.03,70,200,100,250,8,7,30,50,15,7.73,-3.79,20.57,3.74,5.51,250.0,0,6,1,1.0,1.0,970.395,REJECTED_RECOVERY_LOSS
23831,CANDIDATE,0.05,1.25,0.3,0.4,0.6,0.25,0.75,0.0,70,100,75,250,10,10,30,60,20,1.44,0.1,4.91,2.62,4.15,130.0,0,7,0,1.0,1.0,955.525,ACCEPT
22293,CANDIDATE,0.05,1.25,0.35,0.45,0.55,0.4,0.6,0.03,200,150,100,300,10,10,30,50,20,1.31,0.15,3.33,0.64,1.17,140.0,0,7,0,1.0,1.0,905.135,ACCEPT
15754,CANDIDATE,0.05,1.18,0.35,0.4,0.6,0.3,0.7,0.03,70,200,100,250,8,5,30,50,20,1.99,0.53,3.45,0.85,1.95,140.0,0,6,1,1.0,1.0,875.225,REJECTED_RECOVERY_LOSS
22088,CANDIDATE,0.05,1.25,0.35,0.4,0.6,0.25,0.75,0.05,100,200,100,250,8,5,30,70,15,1.99,0.53,3.45,0.85,1.95,140.0,0,6,1,1.0,1.0,875.225,REJECTED_RECOVERY_LOSS
21868,CANDIDATE,0.05,1.1,0.35,0.45,0.55,0.15,0.85,0.07,100,200,50,300,10,5,30,50,20,1.26,0.44,3.08,0.59,1.11,140.0,0,7,0,1.0,1.0,868.86,ACCEPT
8066,CANDIDATE,0.05,1.2,0.3,0.4,0.6,0.15,0.85,0.03,70,200,25,300,10,10,30,60,25,1.31,0.06,3.12,2.26,3.18,130.0,0,7,0,1.0,1.0,866.525,ACCEPT
20819,CANDIDATE,0.1,1.1,0.35,0.3,0.7,0.1,0.9,0.05,200,150,75,300,10,3,30,50,20,7.18,-2.93,16.75,2.81,3.86,250.0,0,5,2,0.8333,1.0,783.185,REJECTED_RECOVERY_LOSS
5287,CANDIDATE,0.05,1.12,0.35,0.3,0.7,0.25,0.75,0.05,200,200,100,200,9,7,30,70,25,1.15,0.03,2.42,0.73,1.49,140.0,0,7,0,1.0,1.0,768.615,ACCEPT
24185,CANDIDATE,0.05,1.15,0.35,0.35,0.65,0.25,0.75,0.05,200,150,100,300,5,10,30,70,25,1.9,-0.85,6.42,0.54,0.94,140.0,1,6,1,1.0,1.0,697.04,REJECTED_STOP_MAX_LEVELS
4679,CANDIDATE,0.05,1.1,0.35,0.35,0.65,0.25,0.75,0.07,70,200,25,250,7,7,30,70,25,0.95,0.07,2.12,0.31,0.6,140.0,0,7,0,1.0,1.0,675.035,ACCEPT
12926,CANDIDATE,0.05,1.12,0.35,0.5,0.5,0.1,0.9,0.0,100,150,50,300,10,10,30,60,30,0.89,0.06,4.25,0.41,0.73,140.0,0,7,0,1.0,1.0,613.39,ACCEPT
6064,CANDIDATE,0.05,1.05,0.35,0.45,0.55,0.2,0.8,0.05,100,200,75,300,10,10,30,70,20,0.84,0.3,2.01,1.74,2.13,120.0,0,7,0,1.0,1.0,542.23,ACCEPT
2877,CANDIDATE,0.05,1.1,0.35,0.3,0.7,0.2,0.8,0.1,150,200,100,150,10,7,30,50,30,1.26,-0.89,4.67,1.62,3.28,140.0,0,6,1,1.0,1.0,538.355,REJECTED_RECOVERY_LOSS
18388,CANDIDATE,0.05,1.2,0.35,0.5,0.5,0.4,0.6,0.07,200,100,75,250,10,7,30,60,20,1.4,-0.68,4.5,1.14,1.68,140.0,1,6,1,1.0,1.0,513.91,REJECTED_STOP_MAX_LEVELS
4516,CANDIDATE,0.05,1.25,0.35,0.5,0.5,0.15,0.85,0.07,70,100,50,300,8,5,30,70,30,1.27,-0.62,4.07,0.85,1.17,140.0,1,6,1,1.0,1.0,513.73,REJECTED_STOP_MAX_LEVELS
11575,CANDIDATE,0.05,1.1,0.35,0.45,0.55,0.1,0.9,0.07,70,70,75,300,10,10,30,60,25,0.78,0.2,2.05,0.98,1.3,140.0,0,7,0,1.0,1.0,504.18,ACCEPT
959,CANDIDATE,0.05,1.12,0.35,0.35,0.65,0.15,0.85,0.07,150,150,25,300,8,3,30,50,25,1.29,0.63,2.08,0.19,0.47,140.0,0,6,1,0.8,0.8,470.585,REJECTED_RECOVERY_LOSS
1357,CANDIDATE,0.05,1.1,0.35,0.35,0.65,0.3,0.7,0.0,200,150,25,300,6,10,30,70,20,0.74,-0.4,2.05,0.19,0.47,140.0,1,6,1,1.0,1.0,411.48,REJECTED_STOP_MAX_LEVELS
983,CANDIDATE,0.05,1.05,0.35,0.4,0.6,0.15,0.85,0.1,70,100,75,300,8,5,30,70,20,1.33,-0.74,7.45,1.74,2.13,120.0,1,6,1,1.0,1.0,325.015,REJECTED_STOP_MAX_LEVELS
6486,CANDIDATE,0.05,1.15,0.35,0.35,0.65,0.4,0.6,0.1,70,70,100,300,10,3,30,70,25,1.08,0.41,2.05,0.88,0.99,140.0,0,6,1,1.0,1.0,239.645,REJECTED_RECOVERY_LOSS
13523,CANDIDATE,0.05,1.18,0.35,0.4,0.6,0.25,0.75,0.0,150,150,50,300,8,5,40,60,25,2.38,-0.78,6.27,1.67,3.1,140.0,1,4,3,1.0,1.0,204.375,REJECTED_STOP_MAX_LEVELS
569,CANDIDATE,0.05,1.1,0.35,0.3,0.7,0.1,0.9,0.07,70,150,100,300,6,7,40,70,25,1.57,-1.06,3.64,0.51,0.87,140.0,1,6,1,1.0,1.0,157.88,REJECTED_STOP_MAX_LEVELS
17229,CANDIDATE,0.1,1.12,0.35,0.3,0.7,0.1,0.9,0.0,200,200,100,250,9,3,30,70,15,8.32,-5.27,20.57,3.74,5.51,250.0,0,5,2,0.8571,1.0,152.515,REJECTED_RECOVERY_LOSS
8844,CANDIDATE,0.05,1.2,0.35,0.45,0.55,0.25,0.75,0.1,100,70,100,300,8,3,30,70,20,2.3,0.23,7.59,0.98,1.3,140.0,0,4,3,1.0,1.0,129.215,REJECTED_RECOVERY_LOSS
5746,CANDIDATE,0.05,1.12,0.3,0.35,0.65,0.1,0.9,0.03,70,150,100,250,10,5,30,50,15,2.52,-1.72,7.16,2.47,4.56,130.0,0,5,2,1.0,1.0,80.42,REJECTED_RECOVERY_LOSS
8997,CANDIDATE,0.05,1.18,0.35,0.5,0.5,0.4,0.6,0.07,200,200,50,250,10,5,30,50,25,2.17,0.48,3.78,1.09,1.68,140.0,0,4,3,1.0,1.0,9.265,REJECTED_RECOVERY_LOSS
9994,CANDIDATE,0.05,1.12,0.35,0.4,0.6,0.1,0.9,0.0,150,70,75,300,8,5,30,60,25,0.54,-0.4,1.44,1.27,1.78,140.0,1,6,1,1.0,1.0,-7.77,REJECTED_STOP_MAX_LEVELS
6216,CANDIDATE,0.1,1.15,0.35,0.4,0.6,0.25,0.75,0.0,200,200,100,300,7,5,30,50,15,3.75,-5.68,15.2,4.39,6.68,250.0,0,6,1,0.8,1.0,-44.765,REJECTED_RECOVERY_LOSS
5907,CANDIDATE,0.1,1.1,0.35,0.3,0.7,0.15,0.85,0.05,70,150,100,200,8,7,30,50,25,4.94,-7.64,15.32,4.78,8.65,250.0,0,6,1,1.0,1.0,-56.185,REJECTED_RECOVERY_LOSS
23960,CANDIDATE,0.1,1.2,0.35,0.4,0.6,0.2,0.8,0.03,200,200,100,300,10,5,30,50,30,2.64,-4.99,10.82,3.45,5.29,270.0,0,6,1,0.8,1.0,-147.005,REJECTED_RECOVERY_LOSS
1524,CANDIDATE,0.05,1.15,0.35,0.5,0.5,0.15,0.85,0.07,100,100,50,300,9,3,30,50,15,1.85,0.06,4.07,0.54,0.75,140.0,0,4,3,1.0,1.0,-149.125,REJECTED_RECOVERY_LOSS
10694,CANDIDATE,0.1,1.25,0.35,0.45,0.55,0.15,0.85,0.0,100,200,100,300,10,3,30,50,25,3.58,-2.93,10.82,2.92,6.47,270.0,0,5,2,0.75,1.0,-162.455,REJECTED_RECOVERY_LOSS
4872,CANDIDATE,0.1,1.18,0.15,0.3,0.7,0.15,0.85,0.1,150,200,100,150,8,3,30,50,30,9.64,-19.99,24.17,10.2,19.99,240.0,0,6,1,0.8333,1.0,-188.495,REJECTED_RECOVERY_LOSS
10407,CANDIDATE,0.1,1.18,0.35,0.4,0.6,0.15,0.85,0.1,100,150,100,250,10,10,30,60,30,5.4,-4.84,13.96,4.25,7.47,270.0,1,6,1,1.0,1.0,-227.835,REJECTED_STOP_MAX_LEVELS
744,CANDIDATE,0.1,1.12,0.3,0.3,0.7,0.25,0.75,0.0,100,150,75,300,10,7,30,60,30,3.4,-8.88,14.97,5.07,10.72,250.0,0,6,1,1.0,1.0,-258.93,REJECTED_RECOVERY_LOSS
5934,CANDIDATE,0.1,1.15,0.35,0.3,0.7,0.4,0.6,0.07,150,200,50,300,6,3,30,70,20,3.04,-2.93,8.19,2.3,3.86,250.0,0,5,2,0.8333,1.0,-264.74,REJECTED_RECOVERY_LOSS
1618,CANDIDATE,0.05,1.2,0.35,0.4,0.6,0.2,0.8,0.03,100,200,50,250,9,3,30,50,20,1.62,-1.72,5.33,0.88,1.95,140.0,0,5,2,0.8,1.0,-271.44,REJECTED_RECOVERY_LOSS
19425,CANDIDATE,0.05,1.15,0.35,0.4,0.6,0.25,0.75,0.05,200,100,75,300,8,5,40,70,30,2.1,-1.29,9.13,1.64,1.89,140.0,1,5,2,1.0,1.0,-275.775,REJECTED_STOP_MAX_LEVELS
16406,CANDIDATE,0.1,1.18,0.35,0.35,0.65,0.1,0.9,0.05,150,150,100,300,9,3,40,60,20,6.59,-6.6,16.89,3.97,6.6,270.0,0,5,2,0.8333,1.0,-293.065,REJECTED_RECOVERY_LOSS
14707,CANDIDATE,0.1,1.1,0.3,0.35,0.65,0.15,0.85,0.07,200,200,75,250,10,5,30,50,25,3.11,-11.73,15.06,6.35,11.73,250.0,0,6,1,0.8333,1.0,-346.685,REJECTED_RECOVERY_LOSS
21029,CANDIDATE,0.1,1.1,0.15,0.3,0.7,0.1,0.9,0.07,70,200,100,200,9,7,30,60,20,6.9,-24.56,27.6,11.6,25.57,230.0,0,6,1,1.0,1.0,-349.13,REJECTED_RECOVERY_LOSS
19227,CANDIDATE,0.05,1.18,0.35,0.45,0.55,0.4,0.6,0.05,200,200,25,250,10,7,30,60,30,0.59,-0.68,1.22,1.05,1.68,140.0,1,6,1,1.0,1.0,-352.4,REJECTED_STOP_MAX_LEVELS
24033,CANDIDATE,0.05,1.1,0.35,0.5,0.5,0.3,0.7,0.1,70,200,25,300,9,10,30,70,15,0.68,-0.84,4.25,0.31,0.73,140.0,1,6,1,1.0,1.0,-360.11,REJECTED_STOP_MAX_LEVELS
818,CANDIDATE,0.05,1.15,0.35,0.3,0.7,0.25,0.75,0.0,150,100,25,250,10,5,30,70,20,0.95,0.04,2.14,1.0,1.31,140.0,0,5,2,1.0,1.0,-372.52,REJECTED_RECOVERY_LOSS
6822,CANDIDATE,0.1,1.15,0.3,0.3,0.7,0.15,0.85,0.0,70,70,100,250,10,5,30,70,30,2.86,-12.92,11.18,5.94,12.92,250.0,0,6,1,0.8571,1.0,-382.21,REJECTED_RECOVERY_LOSS
6335,CANDIDATE,0.05,1.2,0.35,0.5,0.5,0.4,0.6,0.07,70,200,75,300,7,3,30,50,15,2.25,0.51,4.9,0.65,1.11,140.0,0,3,4,1.0,1.0,-390.425,REJECTED_RECOVERY_LOSS
16955,CANDIDATE,0.05,1.1,0.35,0.5,0.5,0.3,0.7,0.05,200,150,100,250,8,3,30,60,20,1.57,0.12,4.94,0.9,1.67,140.0,0,4,3,1.0,1.0,-428.89,REJECTED_RECOVERY_LOSS
10918,CANDIDATE,0.1,1.25,0.35,0.4,0.6,0.3,0.7,0.0,70,200,100,150,7,3,30,70,15,1.62,-9.95,6.86,5.47,9.95,270.0,0,6,1,1.0,1.0,-431.275,REJECTED_RECOVERY_LOSS
22016,CANDIDATE,0.1,1.18,0.25,0.35,0.65,0.15,0.85,0.05,150,200,100,100,8,3,30,50,15,1.91,-16.0,15.53,7.13,16.0,250.0,0,6,1,0.8333,1.0,-465.69,REJECTED_RECOVERY_LOSS
15896,CANDIDATE,0.05,1.1,0.35,0.5,0.5,0.25,0.75,0.07,150,200,100,300,9,7,30,50,30,0.5,-0.84,1.69,0.31,0.73,140.0,1,6,1,1.0,1.0,-516.18,REJECTED_STOP_MAX_LEVELS
21282,CANDIDATE,0.05,1.18,0.35,0.5,0.5,0.15,0.85,0.05,200,150,50,250,9,10,30,50,30,1.02,-2.07,6.5,1.05,1.68,140.0,1,6,1,1.0,1.0,-596.01,REJECTED_STOP_MAX_LEVELS
1739,CANDIDATE,0.1,1.18,0.35,0.35,0.65,0.25,0.75,0.05,200,200,100,300,7,3,40,60,20,4.0,-6.6,7.93,4.87,8.29,270.0,0,5,2,0.8333,1.0,-599.215,REJECTED_RECOVERY_LOSS
22193,CANDIDATE,0.05,1.15,0.35,0.5,0.5,0.2,0.8,0.05,100,200,100,250,6,3,30,70,25,1.3,0.1,2.81,0.75,1.67,140.0,0,4,3,1.0,1.0,-622.075,REJECTED_RECOVERY_LOSS
10053,CANDIDATE,0.05,1.05,0.35,0.4,0.6,0.3,0.7,0.1,150,150,75,200,10,5,30,50,30,0.52,-0.28,2.44,2.17,3.12,120.0,0,3,4,1.0,1.0,-657.385,REJECTED_RECOVERY_LOSS
9384,CANDIDATE,0.05,1.2,0.35,0.45,0.55,0.25,0.75,0.0,150,150,25,300,10,3,30,70,20,1.22,0.01,2.05,0.64,1.11,140.0,0,4,3,1.0,1.0,-664.175,REJECTED_RECOVERY_LOSS
18127,CANDIDATE,0.05,1.12,0.35,0.3,0.7,0.15,0.85,0.0,100,150,100,200,5,7,30,70,15,1.14,-3.0,5.37,0.74,1.49,140.0,1,6,1,1.0,1.0,-668.73,REJECTED_STOP_MAX_LEVELS
4156,CANDIDATE,0.05,1.1,0.35,0.4,0.6,0.3,0.7,0.1,150,150,25,300,9,3,30,60,30,1.22,0.01,2.05,1.1,1.78,140.0,0,4,3,1.0,1.0,-687.19,REJECTED_RECOVERY_LOSS
24300,CANDIDATE,0.05,1.12,0.35,0.3,0.7,0.25,0.75,0.1,100,200,100,150,7,10,30,60,20,1.32,-3.46,4.67,1.59,3.28,140.0,1,6,1,1.0,1.0,-688.07,REJECTED_STOP_MAX_LEVELS
6315,CANDIDATE,0.05,1.2,0.35,0.5,0.5,0.25,0.75,0.07,150,70,50,250,10,3,30,70,20,0.68,-0.12,1.82,1.39,1.8,140.0,0,1,6,1.0,1.0,-692.17,REJECTED_RECOVERY_LOSS
15246,CANDIDATE,0.1,1.2,0.35,0.4,0.6,0.4,0.6,0.1,100,200,75,250,9,10,30,60,15,2.96,-6.27,11.92,4.06,7.47,270.0,1,6,1,1.0,1.0,-697.215,REJECTED_STOP_MAX_LEVELS
5202,CANDIDATE,0.1,1.1,0.35,0.3,0.7,0.25,0.75,0.1,70,100,75,300,8,3,30,50,25,5.27,-2.93,11.49,2.81,3.86,250.0,0,3,4,0.8571,1.0,-699.775,REJECTED_RECOVERY_LOSS
19208,CANDIDATE,0.1,1.15,0.35,0.4,0.6,0.1,0.9,0.07,200,200,75,300,6,7,30,50,25,3.76,-9.3,11.78,4.88,6.68,250.0,1,6,1,0.8,1.0,-723.095,REJECTED_STOP_MAX_LEVELS
12100,CANDIDATE,0.05,1.05,0.25,0.3,0.7,0.15,0.85,0.03,150,100,100,250,10,5,30,60,25,0.87,-0.71,5.19,3.12,4.9,120.0,0,4,3,1.0,1.0,-728.75,REJECTED_RECOVERY_LOSS
711,CANDIDATE,0.1,1.15,0.3,0.4,0.6,0.25,0.75,0.0,150,200,100,300,6,3,30,60,20,3.59,-9.59,10.1,5.93,9.59,250.0,0,5,2,0.8,1.0,-759.715,REJECTED_RECOVERY_LOSS
1158,CANDIDATE,0.1,1.15,0.3,0.4,0.6,0.2,0.8,0.05,70,200,100,300,7,3,30,50,15,3.59,-9.59,10.1,5.93,9.59,250.0,0,5,2,0.8,1.0,-759.715,REJECTED_RECOVERY_LOSS
3163,CANDIDATE,0.1,1.1,0.35,0.3,0.7,0.2,0.8,0.0,150,200,75,250,7,10,30,60,15,2.85,-8.28,11.92,3.52,5.51,250.0,1,6,1,0.8571,1.0,-766.235,REJECTED_STOP_MAX_LEVELS
7287,CANDIDATE,0.1,1.1,0.3,0.3,0.7,0.1,0.9,0.0,100,200,100,250,8,10,30,70,20,4.95,-14.15,22.1,5.83,12.5,250.0,1,6,1,1.0,1.0,-780.53,REJECTED_STOP_MAX_LEVELS
3657,CANDIDATE,0.1,1.18,0.35,0.3,0.7,0.25,0.75,0.07,200,200,50,200,10,3,30,70,30,2.3,-6.6,8.18,3.85,6.6,270.0,0,5,2,0.8889,1.0,-785.03,REJECTED_RECOVERY_LOSS
1610,CANDIDATE,0.1,1.2,0.3,0.4,0.6,0.15,0.85,0.0,100,200,100,300,7,3,30,50,15,3.63,-10.73,15.96,5.95,10.73,260.0,0,5,2,0.8,1.0,-794.2,REJECTED_RECOVERY_LOSS
7431,CANDIDATE,0.05,1.1,0.3,0.3,0.7,0.1,0.9,0.1,200,70,100,250,9,3,30,50,20,1.2,-4.56,8.59,2.47,4.56,130.0,0,5,2,0.8,0.8,-801.555,REJECTED_RECOVERY_LOSS
15586,CANDIDATE,0.05,1.05,0.35,0.4,0.6,0.15,0.85,0.1,200,150,50,300,9,10,30,60,15,0.28,-1.38,0.8,1.74,2.13,120.0,1,6,1,1.0,1.0,-816.895,REJECTED_STOP_MAX_LEVELS
24431,CANDIDATE,0.05,1.15,0.3,0.3,0.7,0.1,0.9,0.0,150,70,100,300,8,7,30,70,30,1.5,-1.68,6.34,2.8,5.02,130.0,1,5,2,1.0,1.0,-835.43,REJECTED_STOP_MAX_LEVELS
3702,CANDIDATE,0.1,1.12,0.35,0.3,0.7,0.4,0.6,0.03,150,200,25,250,9,5,30,50,15,1.23,-4.62,5.72,3.23,5.51,250.0,0,5,2,1.0,1.0,-837.035,REJECTED_RECOVERY_LOSS
15533,CANDIDATE,0.1,1.25,0.35,0.5,0.5,0.15,0.85,0.0,100,70,100,300,10,5,30,60,15,1.44,-5.23,4.12,4.73,7.06,270.0,0,5,2,1.0,1.0,-845.35,REJECTED_RECOVERY_LOSS
337,CANDIDATE,0.05,1.1,0.2,0.35,0.65,0.1,0.9,0.05,150,200,75,300,10,3,30,70,30,1.56,-6.86,8.3,4.29,6.86,130.0,0,5,2,0.8,0.8,-850.61,REJECTED_RECOVERY_LOSS
270,CANDIDATE,0.05,1.15,0.25,0.3,0.7,0.1,0.9,0.0,200,200,75,300,8,3,30,60,30,0.91,-5.02,6.92,2.79,5.02,130.0,0,5,2,0.8,1.0,-850.93,REJECTED_RECOVERY_LOSS
23434,CANDIDATE,0.1,1.18,0.35,0.4,0.6,0.2,0.8,0.05,200,200,75,200,9,3,30,50,30,2.06,-8.62,10.08,5.11,8.62,270.0,0,5,2,0.8,1.0,-871.2,REJECTED_RECOVERY_LOSS
16909,CANDIDATE,0.05,1.05,0.3,0.5,0.5,0.3,0.7,0.05,70,150,100,300,10,10,30,60,15,0.51,-3.76,4.61,3.5,5.44,120.0,1,6,1,1.0,1.0,-871.57,REJECTED_STOP_MAX_LEVELS
9103,CANDIDATE,0.1,1.2,0.3,0.35,0.65,0.1,0.9,0.03,70,200,75,300,8,3,30,50,30,2.77,-12.33,13.84,6.58,12.33,260.0,0,5,2,0.875,1.0,-883.395,REJECTED_RECOVERY_LOSS
10970,CANDIDATE,0.05,1.15,0.35,0.5,0.5,0.2,0.8,0.05,100,200,75,200,10,10,30,50,25,0.35,-3.1,3.04,1.56,2.62,140.0,1,6,1,1.0,1.0,-888.13,REJECTED_STOP_MAX_LEVELS
7595,CANDIDATE,0.1,1.2,0.3,0.4,0.6,0.2,0.8,0.0,200,200,100,150,10,3,30,60,20,3.02,-13.2,8.74,7.26,13.2,260.0,0,5,2,0.8,1.0,-888.855,REJECTED_RECOVERY_LOSS
